ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points,rank_6m,percentile_6m,rank_1y,percentile_1y,quality_score,base_name
024207.OF,信澳产业升级C,混合型,混合型-偏股,3.74,2.92,5.19,28.75,14.12,0.11,334,486.0,90.7052510540437,1847.0,64.67661691542288,51.3,信澳产业升级
013393.OF,信澳价值精选A,混合型,混合型-偏股,1.74,-11.5,6.06,19.92,18.21,0.2,455,5060.0,3.047144499808352,1583.0,69.72828166858018,55.0,信澳价值精选
017977.OF,信澳优享生活A,混合型,混合型-偏股,-5.34,-7.04,5.87,21.66,19.03,0.18,455,4543.0,12.955155231889616,1622.0,68.98201301186376,52.9,信澳优享生活
018287.OF,信澳优势产业A,混合型,混合型-偏股,4.82,-0.37,3.01,26.17,23.0,0.04,455,2080.0,60.15714833269452,2606.0,50.15308075009568,41.1,信澳优势产业
013385.OF,信澳优势价值A,混合型,混合型-偏股,1.65,-11.73,5.91,20.53,18.12,0.19,455,5068.0,2.89382905327712,1611.0,69.19249904324532,54.5,信澳优势价值
024473.OF,信澳优势行业A,混合型,混合型-偏股,4.92,0.01,3.43,35.77,13.59,0.04,179,1691.0,67.61211192027596,2428.0,53.55912743972445,46.2,信澳优势行业
015208.OF,信澳健康中国C,灵活配置型,混合型-平衡,-6.0,-11.29,-1.46,16.67,16.64,-0.21,455,452.0,4.651162790697672,414.0,12.684989429175475,49.8,信澳健康中国
024169.OF,信澳先进智造C,股票型,主动股票型,-4.33,-11.3,3.2,22.71,21.69,0.05,334,550.0,5.017301038062283,350.0,39.61937716262975,42.6,信澳先进智造
016372.OF,信澳匠心严选一年持有A,混合型,混合型-偏股,4.82,-0.49,2.78,26.22,22.47,0.03,455,2186.0,58.12571866615561,2719.0,47.99081515499426,41.0,信澳匠心严选
017835.OF,信澳匠心回报A,混合型,混合型-偏股,4.33,4.07,17.16,18.09,10.13,0.84,455,341.0,93.48409352242238,231.0,95.59892843474933,84.5,信澳匠心回报
024171.OF,信澳医药健康C,混合型,混合型-偏股,-8.49,-8.58,4.04,17.45,13.07,0.12,334,4775.0,8.509007282483704,2204.0,57.84538844240337,55.3,信澳医药健康
016810.OF,信澳博见成长一年定开A,混合型,混合型-偏股,-2.57,-7.67,-14.47,28.65,19.72,-0.57,134,4643.0,11.03871215024914,5218.0,0.1722158438576371,37.7,信澳博见成长一年定开
015455.OF,信澳周期动力C,混合型,混合型-偏股,4.2,3.91,16.83,17.16,13.35,0.86,455,357.0,93.17746262935992,241.0,95.40757749712974,80.3,信澳周期动力
012389.OF,信澳品质回报6个月持有,混合型,混合型-偏股,-4.99,-3.84,2.62,16.49,18.07,0.04,455,3844.0,26.35109237255654,2788.0,46.67049368541905,47.5,信澳品质回报6个月持有
021333.OF,信澳国企智选A,混合型,混合型-偏股,0.88,1.29,8.46,10.1,9.53,0.64,455,890.0,82.96282100421617,1132.0,78.35820895522389,74.0,信澳国企智选
019720.OF,信澳宁隽智选A,混合型,混合型-偏股,-1.19,-2.75,4.86,12.67,11.95,0.23,455,3444.0,34.01686469911843,1934.0,63.011863758132414,59.6,信澳宁隽智选
020385.OF,信澳恒瑞9个月持有A,混合型,混合型-偏股,0.2,0.37,0.9,1.18,1.24,-0.93,455,1357.0,74.01303181295515,3742.0,28.41561423650976,49.2,信澳恒瑞9个月持有
012005.OF,信澳恒盛A,混合型,混合型-偏股,0.96,-0.51,2.37,3.22,3.16,0.12,455,2205.0,57.76159448064393,2880.0,44.9100650593188,54.5,信澳恒盛
012223.OF,信澳成长精选A,混合型,混合型-偏股,-4.47,-10.45,-1.26,26.74,25.55,-0.12,455,4992.0,4.350325795323884,4540.0,13.145809414466136,40.7,信澳成长精选
019468.OF,信澳新材料精选A,混合型,混合型-偏股,0.31,-4.78,9.25,19.98,13.26,0.36,455,4074.0,21.94327328478344,996.0,80.96058170685036,65.4,信澳新材料精选
021356.OF,信澳新目标C,灵活配置型,混合型-平衡,-0.02,-0.29,1.15,1.85,1.4,-0.46,455,208.0,56.2367864693446,331.0,30.23255813953488,55.0,信澳新目标
024170.OF,信澳新能源产业C,股票型,主动股票型,0.29,-4.31,8.37,20.76,15.75,0.31,334,371.0,35.98615916955017,196.0,66.26297577854672,59.1,信澳新能源产业
012079.OF,信澳新能源精选A,混合型,混合型-偏股,-4.03,-6.69,1.55,20.0,20.2,-0.02,455,4474.0,14.277500958221545,3343.0,36.05051664753157,52.9,信澳新能源精选
024238.OF,信澳新财富C,灵活配置型,混合型-平衡,-2.09,-0.51,3.04,6.1,3.89,0.17,360,221.0,53.48837209302326,260.0,45.2431289640592,57.1,信澳新财富
020303.OF,信澳星亮智选A,混合型,混合型-偏股,-0.01,1.0,12.47,13.1,11.81,0.8,455,1005.0,80.75891146032963,572.0,89.07386146192117,78.3,信澳星亮智选
020305.OF,信澳星煜智选A,混合型,混合型-偏股,0.51,-0.5,11.23,14.63,15.29,0.63,455,2196.0,57.93407435799156,725.0,86.14619211634137,70.2,信澳星煜智选
023344.OF,信澳星瑞智选A,混合型,混合型-偏股,-0.66,-0.61,5.34,8.84,5.04,0.38,410,2315.0,55.653507090839405,1797.0,65.63337160352086,67.2,信澳星瑞智选
019030.OF,信澳星耀智选A,混合型,混合型-偏股,0.76,-0.26,11.24,13.67,13.86,0.68,455,1991.0,61.86278267535455,722.0,86.20359739762725,72.7,信澳星耀智选
013721.OF,信澳景气优选A,混合型,混合型-偏股,5.0,-0.09,3.07,26.02,22.45,0.04,455,1802.0,65.48486009965504,2572.0,50.80367393800229,41.8,信澳景气优选
014254.OF,信澳智远三年持有期A,混合型,混合型-偏股,0.76,-3.59,9.76,21.4,20.97,0.36,455,3751.0,28.133384438482175,923.0,82.35744355147341,58.0,信澳智远三年持有期
015440.OF,信澳智选先锋一年持有A,混合型,混合型-偏股,5.16,-1.29,7.46,24.1,21.51,0.23,455,2740.0,47.50862399386738,1296.0,75.22005357826254,51.9,信澳智选先锋
020158.OF,信澳核心智选A,混合型,混合型-偏股,-0.97,-0.79,3.16,9.58,9.35,0.12,455,2433.0,53.39210425450365,2539.0,51.43513203214696,56.6,信澳核心智选
018203.OF,信澳核心科技C,混合型,混合型-偏股,-7.33,-13.46,3.85,20.78,20.32,0.09,455,5134.0,1.6289766193944066,2275.0,56.48679678530425,48.1,信澳核心科技
013556.OF,信澳汇智优选一年持有A,混合型,混合型-偏股,3.59,2.3,13.38,26.3,21.59,0.43,455,602.0,88.48217707934074,474.0,90.94910065059318,58.5,信澳汇智优选
024187.OF,信澳消费优选C,混合型,混合型-偏股,-4.66,-1.45,0.31,9.38,9.69,-0.18,334,2826.0,45.86048294365658,4105.0,21.469575200918488,56.3,信澳消费优选
025214.OF,信澳睿益鑫享A,混合型,混合型-偏股,0.29,-2.93,0.79,7.93,4.04,-0.15,177,3517.0,32.617861249520885,3822.0,26.884806735553003,57.5,信澳睿益鑫享
014954.OF,信澳研究优选C,混合型,混合型-偏股,0.14,-3.94,10.37,21.02,20.19,0.4,455,3861.0,26.02529704867765,830.0,84.13700727133563,60.0,信澳研究优选
018985.OF,信澳科创创业智选A,混合型,混合型-偏股,0.04,-3.14,0.22,18.96,15.91,-0.09,455,3616.0,30.720582598696826,4139.0,20.818982013011865,52.9,信澳科创创业智选
021501.OF,信澳科技驱动A,混合型,混合型-偏股,-0.47,-3.07,0.12,18.19,18.16,-0.1,455,3580.0,31.41050210808739,4185.0,19.938767699961733,50.9,信澳科技驱动
012772.OF,信澳精华C,灵活配置型,混合型-平衡,-5.77,-3.76,-6.58,11.58,17.11,-0.74,455,350.0,26.21564482029598,460.0,2.959830866807611,42.7,信澳精华
024173.OF,信澳红利回报C,混合型,混合型-偏股,-5.07,-3.88,2.55,14.97,18.04,0.04,334,3854.0,26.15944806439249,2820.0,46.05817068503636,47.4,信澳红利回报
020657.OF,信澳红利智选A,混合型,混合型-偏股,0.48,3.03,6.57,7.9,6.06,0.58,455,474.0,90.93522422384056,1466.0,71.96708763872944,71.8,信澳红利智选
017648.OF,信澳聚优智选A,混合型,混合型-偏股,-7.07,-12.82,4.93,20.4,19.31,0.14,455,5118.0,1.9356075124568828,1915.0,63.375430539609646,51.4,信澳聚优智选
014953.OF,信澳至诚精选C,混合型,混合型-偏股,-2.39,-5.44,17.83,17.41,12.8,0.91,455,4255.0,18.474511307014183,212.0,95.96249521622656,82.5,信澳至诚精选
024168.OF,信澳蓝筹精选C,股票型,主动股票型,1.28,1.89,16.94,14.57,7.7,1.03,334,107.0,81.66089965397923,45.0,92.38754325259517,89.2,信澳蓝筹精选
015608.OF,信澳转型创新C,股票型,主动股票型,5.22,3.83,11.54,28.29,21.44,0.34,455,63.0,89.27335640138409,110.0,81.14186851211073,53.9,信澳转型创新
013554.OF,信澳远见价值A,混合型,混合型-偏股,1.16,1.08,16.44,14.47,10.2,1.0,455,977.0,81.29551552318897,257.0,95.1014159969384,87.2,信澳远见价值
018651.OF,信澳通合稳健三个月持有A,混合型,混合型-偏股,-0.4,-0.41,1.27,3.75,3.86,-0.19,440,2102.0,59.73553085473362,3499.0,33.065442020665905,56.6,信澳通合稳健
019692.OF,信澳鑫悦智选6个月持有A,混合型,混合型-偏股,0.01,0.24,2.16,2.03,1.56,0.08,455,1463.0,71.98160214641625,2961.0,43.36012246460008,56.0,信澳鑫悦智选6个月持有
015456.OF,信澳领先增长C,混合型,混合型-偏股,-3.9,-10.46,2.52,24.15,21.78,0.02,455,4993.0,4.331161364507475,2833.0,45.80941446613088,41.9,信澳领先增长
012608.OF,信澳领先智选,混合型,混合型-偏股,0.63,-3.6,9.31,21.33,20.78,0.34,455,3753.0,28.09505557684937,985.0,81.17106773823191,57.5,信澳领先智选
019779.OF,信澳颐宁养老目标一年持有Y,混合型,混合型-偏股,-0.61,-0.55,1.5,5.94,6.57,-0.08,441,2247.0,56.95668838635493,3373.0,35.47646383467279,58.6,信澳颐宁养老目标
018522.OF,信澳颐远养老目标2055五年持有,混合型,混合型-偏股,-1.8,-2.43,4.82,11.6,9.51,0.24,440,3303.0,36.71904944423151,1946.0,62.7822426329889,61.8,信澳颐远养老目标2055五年持有
024841.OF,信澳高端装备A,混合型,混合型-偏股,0.12,-5.71,9.61,25.14,8.02,0.3,79,4310.0,17.420467612111924,947.0,81.89820130118638,66.7,信澳高端装备
019181.OF,光大一带一路C,混合型,混合型-偏股,-1.73,-1.22,2.61,8.79,7.59,0.07,455,2704.0,48.19854350325795,2793.0,46.57481821660926,54.5,光大一带一路
016478.OF,光大专精特新C,混合型,混合型-偏股,0.89,-3.21,11.78,26.44,28.22,0.37,455,3641.0,30.241471828286706,655.0,87.48564867967853,50.7,光大专精特新
018501.OF,光大中国制造2025C,灵活配置型,混合型-平衡,-1.24,-5.4,8.64,20.1,22.02,0.33,455,385.0,18.81606765327696,125.0,73.78435517970401,55.6,光大中国制造2025
019308.OF,光大中小盘C,混合型,混合型-偏股,-3.35,-7.07,1.05,16.34,15.47,-0.06,455,4552.0,12.782675354541972,3646.0,30.25258323765786,55.2,光大中小盘
018082.OF,光大产业新动力C,灵活配置型,混合型-平衡,-3.4,-9.76,1.61,23.38,14.95,-0.02,455,441.0,6.976744186046513,310.0,34.672304439746306,55.1,光大产业新动力
018077.OF,光大优势C,混合型,混合型-偏股,1.26,-0.91,10.17,15.78,14.82,0.52,455,2518.0,51.76312763510924,860.0,83.56295445847685,67.8,光大优势
018076.OF,光大健康优加C,混合型,混合型-偏股,-7.65,-9.15,-7.54,24.08,28.77,-0.4,455,4852.0,7.033346109620542,5094.0,2.544967470340609,35.3,光大健康优加
013350.OF,光大先进服务业C,灵活配置型,混合型-平衡,-0.47,-0.31,0.74,9.23,9.12,-0.14,455,210.0,55.81395348837209,352.0,25.79281183932347,57.5,光大先进服务业
019252.OF,光大创新生活C,混合型,混合型-偏股,-3.2,-3.94,-0.96,12.09,12.2,-0.24,455,3862.0,26.006132617861244,4487.0,14.15996938384998,53.1,光大创新生活
012758.OF,光大品质生活C,混合型,混合型-偏股,-4.02,-4.5,-1.63,11.97,11.95,-0.3,455,4009.0,23.18896128784975,4588.0,12.22732491389208,52.4,光大品质生活
018650.OF,光大国企改革主题C,股票型,主动股票型,0.63,0.91,12.53,14.27,11.88,0.74,455,136.0,76.64359861591696,91.0,84.42906574394465,76.3,光大国企改革主题
022376.OF,光大安选平衡养老目标三年持有,混合型,混合型-偏股,-0.13,-1.45,5.68,9.88,7.46,0.37,440,2827.0,45.84131851284017,1677.0,67.92958285495598,66.3,光大安选平衡养老目标
012027.OF,光大安阳一年持有A,混合型,混合型-偏股,-0.72,-1.31,2.51,4.42,4.92,0.11,455,2758.0,47.1636642391721,2835.0,45.77114427860697,53.8,光大安阳
013980.OF,光大恒鑫A,混合型,混合型-偏股,-0.61,-1.14,4.76,7.05,7.47,0.39,455,2660.0,49.04177845917977,1956.0,62.59089169536931,63.9,光大恒鑫
015976.OF,光大数字经济A,混合型,混合型-偏股,-5.43,-10.57,-5.3,14.35,14.15,-0.51,455,5001.0,4.177845917976231,4955.0,5.204745503252961,47.6,光大数字经济
018005.OF,光大新增长C,混合型,混合型-偏股,-1.03,-2.73,9.09,16.89,20.24,0.42,455,3436.0,34.170180145649674,1022.0,80.46306926903942,60.0,光大新增长
018235.OF,光大新机遇C,混合型,混合型-偏股,-7.27,-13.01,0.44,19.31,16.73,-0.08,455,5123.0,1.839785358374857,4041.0,22.694221201683884,52.7,光大新机遇
018236.OF,光大景气先锋C,混合型,混合型-偏股,-6.73,-12.58,1.94,19.07,18.41,0.0,455,5108.0,2.1272518206209234,3095.0,40.79601990049751,45.3,光大景气先锋
018462.OF,光大智能汽车主题C,股票型,主动股票型,-4.67,-9.06,-0.19,21.21,23.18,-0.1,455,501.0,13.494809688581311,436.0,24.740484429065745,47.2,光大智能汽车主题
014214.OF,光大核心资产A,混合型,混合型-偏股,-3.78,-4.24,-0.97,12.14,12.34,-0.24,455,3954.0,24.243004982752016,4488.0,14.140834290088025,53.0,光大核心资产
014462.OF,光大汇佳A,混合型,混合型-偏股,-3.15,-3.68,-0.15,11.88,12.14,-0.18,455,3778.0,27.61594480643925,4287.0,17.986988136241866,54.3,光大汇佳
017870.OF,光大消费主题C,股票型,主动股票型,-8.4,-10.78,-7.14,13.91,19.43,-0.66,455,543.0,6.228373702422141,546.0,5.709342560553631,42.2,光大消费主题
018464.OF,光大睿盈C,混合型,混合型-偏股,0.11,-3.19,7.23,17.92,17.84,0.29,455,3635.0,30.356458413185127,1342.0,74.33983926521239,58.1,光大睿盈
019390.OF,光大研究精选C,混合型,混合型-偏股,-0.22,-1.6,9.31,15.95,13.98,0.46,455,2902.0,44.40398620160981,984.0,81.19020283199387,66.7,光大研究精选
019234.OF,光大精选C,混合型,混合型-偏股,2.46,0.23,10.14,15.51,15.77,0.53,455,1465.0,71.94327328478344,866.0,83.44814389590509,67.0,光大精选
019303.OF,光大红利C,混合型,混合型-偏股,0.04,-1.7,6.01,10.17,8.05,0.39,455,2960.0,43.29244921425833,1594.0,69.51779563719862,67.0,光大红利
023106.OF,光大红利量化选股A,混合型,混合型-偏股,0.75,3.2,7.67,7.03,4.62,0.81,400,457.0,91.26101954771944,1259.0,75.92805204745503,79.4,光大红利量化选股
019440.OF,光大银发商机主题C,混合型,混合型-偏股,-3.7,-4.15,-0.56,10.33,11.27,-0.25,455,3938.0,24.54963587581449,4397.0,15.882127822426328,53.9,光大银发商机主题
011231.OF,光大锦弘A,混合型,混合型-偏股,-1.15,-0.54,2.68,5.1,3.0,0.13,455,2234.0,57.20582598696819,2759.0,47.22541140451588,56.7,光大锦弘
024040.OF,光大阳光三个月持有A,混合型,混合型-偏股,-2.58,-2.69,3.87,10.47,6.81,0.18,304,3409.0,34.6876197776926,2264.0,56.6972828166858,59.9,光大阳光
025567.OF,光大阳光价值30个月持有E,混合型,混合型-偏股,-0.04,-0.25,6.49,13.16,4.46,0.34,86,1983.0,62.016098121885776,1487.0,71.56525066972827,69.8,光大阳光价值30个月持有
025536.OF,光大阳光优选一年持有E,混合型,混合型-偏股,-1.96,-2.54,1.49,9.26,3.91,-0.05,86,3346.0,35.894978919126096,3384.0,35.26597780329124,61.3,光大阳光优选
025560.OF,光大阳光启明星创新驱动主题D,混合型,混合型-偏股,1.81,0.03,8.44,16.72,5.82,0.39,86,1664.0,68.1295515523189,1135.0,78.300803673938,71.8,光大阳光启明星创新驱动主题
025584.OF,光大阳光智造A,混合型,混合型-偏股,-2.21,-3.36,-0.81,11.61,5.49,-0.24,86,3682.0,29.45573016481411,4453.0,14.810562571756602,54.8,光大阳光智造
025568.OF,光大阳光稳健增长A,混合型,混合型-偏股,-0.51,-0.18,3.57,10.3,4.26,0.15,86,1908.0,63.45343043311613,2377.0,54.53501722158438,60.4,光大阳光稳健增长
025587.OF,光大阳光香港精选A,混合型,混合型-偏股,-7.62,-7.02,-4.04,15.23,10.85,-0.4,87,4538.0,13.05097738597164,4866.0,6.907768848067352,51.4,光大阳光香港精选
025588.OF,光大阳光香港精选美元A,混合型,混合型-偏股,-6.94,-5.58,-1.9,15.29,9.78,-0.25,87,4274.0,18.11038712150249,4626.0,11.500191350937616,54.2,光大阳光香港精选美元
015980.OF,光大高端装备A,混合型,混合型-偏股,1.34,-2.22,6.46,18.4,18.35,0.24,455,3208.0,38.53967037178996,1495.0,71.4121699196326,56.0,光大高端装备
024729.OF,兴业先进制造A,混合型,混合型-偏股,-0.41,-2.2,8.74,14.13,5.12,0.48,173,3200.0,38.69298581832119,1082.0,79.31496364332186,75.0,兴业先进制造
011820.OF,兴业兴智一年持有A,混合型,混合型-偏股,-2.97,-5.29,-1.99,11.77,9.3,-0.34,455,4223.0,19.087773093139138,4637.0,11.289705319556065,53.3,兴业兴智
013910.OF,兴业兴睿两年持有A,混合型,混合型-偏股,0.01,3.99,11.72,16.29,11.92,0.6,455,349.0,93.33077807589116,661.0,87.37083811710677,73.6,兴业兴睿
017405.OF,兴业养老2035Y,混合型,混合型-偏股,-0.85,-1.26,2.52,6.5,5.44,0.08,440,2725.0,47.79609045611345,2830.0,45.86681974741676,54.0,兴业养老2035
011466.OF,兴业医疗保健A,混合型,混合型-偏股,-4.52,-5.47,1.7,17.27,14.93,-0.02,455,4261.0,18.35952472211575,3247.0,37.88748564867967,57.4,兴业医疗保健
024599.OF,兴业医疗创新C,混合型,混合型-偏股,-5.96,-6.03,-5.92,18.16,25.4,-0.44,197,4365.0,16.36642391720966,5007.0,4.209720627631075,39.7,兴业医疗创新
016703.OF,兴业品质睿选A,混合型,混合型-偏股,0.3,0.96,8.51,14.67,12.67,0.44,455,1020.0,80.47144499808357,1121.0,78.56869498660544,66.9,兴业品质睿选
015946.OF,兴业国企改革C,灵活配置型,混合型-平衡,-1.39,-0.15,1.55,6.4,4.23,-0.07,455,195.0,58.985200845665965,316.0,33.40380549682875,59.3,兴业国企改革
018754.OF,兴业均衡优选A,混合型,混合型-偏股,-3.64,-4.35,1.42,12.51,12.29,-0.05,455,3971.0,23.91720965887313,3417.0,34.63451970914657,58.6,兴业均衡优选
020107.OF,兴业安保优选C,混合型,混合型-偏股,2.66,-5.4,13.43,19.7,13.16,0.58,455,4246.0,18.646991184361827,472.0,90.98737083811712,73.0,兴业安保优选
020185.OF,兴业安康稳健养老目标一年持有,混合型,混合型-偏股,-0.54,-0.81,1.12,3.43,1.92,-0.26,440,2444.0,53.1812955155232,3603.0,31.07539226942212,56.7,兴业安康稳健养老目标
019587.OF,兴业弘远回报A,混合型,混合型-偏股,-9.01,-10.65,-5.92,15.12,19.17,-0.52,455,5009.0,4.024530471444998,5006.0,4.228855721393032,43.6,兴业弘远回报
020106.OF,兴业成长动力C,灵活配置型,混合型-平衡,-2.97,-5.33,-2.18,11.16,8.21,-0.37,455,382.0,19.45031712473573,424.0,10.570824524312894,52.9,兴业成长动力
015947.OF,兴业研究精选C,混合型,混合型-偏股,0.4,2.58,11.99,16.2,13.53,0.62,455,549.0,89.4978919126102,621.0,88.13624186758516,72.4,兴业研究精选
024796.OF,兴业科技创新A,混合型,混合型-偏股,2.9,1.55,12.01,26.03,9.99,0.38,147,796.0,84.76427750095822,618.0,88.19364714887104,68.8,兴业科技创新
018812.OF,兴业稳健优选6个月持有A,混合型,混合型-偏股,0.01,-0.25,0.67,1.48,1.04,-0.9,440,1982.0,62.035262552702186,3894.0,25.507079984691927,48.8,兴业稳健优选6个月持有
013747.OF,兴业聚丰C,混合型,混合型-偏股,0.52,0.74,1.73,2.7,1.93,-0.1,455,1122.0,78.51667305481027,3225.0,38.30845771144279,60.6,兴业聚丰
012023.OF,兴业聚乾A,混合型,混合型-偏股,0.03,0.08,2.13,2.8,1.7,0.05,455,1615.0,69.06860866232273,2978.0,43.03482587064676,55.1,兴业聚乾
021821.OF,兴业聚享6个月持有A,混合型,混合型-偏股,0.12,-0.03,0.61,1.55,1.08,-0.9,384,1722.0,67.01801456496742,3935.0,24.722541140451597,48.3,兴业聚享6个月持有
012025.OF,兴业聚兴A,混合型,混合型-偏股,-0.01,0.13,1.35,1.56,0.74,-0.42,455,1564.0,70.04599463395937,3459.0,33.83084577114428,58.4,兴业聚兴
021265.OF,兴业聚利C,灵活配置型,混合型-平衡,-1.0,-1.6,5.98,11.9,11.31,0.33,455,279.0,41.2262156448203,180.0,62.15644820295982,62.6,兴业聚利
013742.OF,兴业聚源C,混合型,混合型-偏股,0.76,0.81,3.86,5.58,6.66,0.33,455,1094.0,79.05327711766961,2270.0,56.582472254114045,60.8,兴业聚源
013748.OF,兴业聚盈C,混合型,混合型-偏股,0.11,0.16,2.28,2.76,1.82,0.1,455,1543.0,70.44844768110387,2913.0,44.27860696517413,56.3,兴业聚盈
017060.OF,兴业聚福一年持有A,混合型,混合型-偏股,0.17,-0.49,1.13,3.3,2.21,-0.26,455,2194.0,57.97240321962438,3597.0,31.190202831993872,56.3,兴业聚福
013049.OF,兴业能源革新A,股票型,主动股票型,-3.18,-7.5,2.07,20.04,15.08,0.0,455,451.0,22.145328719723175,383.0,33.910034602076124,46.9,兴业能源革新
015911.OF,兴业致远A,混合型,混合型-偏股,0.02,-1.21,9.28,15.3,12.81,0.48,455,2696.0,48.3518589497892,994.0,80.99885189437428,68.3,兴业致远
011603.OF,兴业高端制造A,混合型,混合型-偏股,0.47,-1.71,9.62,17.34,14.17,0.44,455,2963.0,43.23495592180912,946.0,81.91733639494834,66.4,兴业高端制造
012654.OF,兴全优选平衡三个月持有A,混合型,混合型-偏股,-1.83,-1.71,1.64,7.48,7.83,-0.05,440,2961.0,43.27328478344194,3278.0,37.29429774205894,59.9,兴全优选平衡
017844.OF,兴全优选积极三个月持有A,混合型,混合型-偏股,-2.99,-3.15,3.25,12.31,12.1,0.1,440,3617.0,30.70141816788041,2499.0,52.20053578262534,54.6,兴全优选积极
013255.OF,兴全优选进取三个月C,混合型,混合型-偏股,-2.46,-2.52,3.0,11.33,11.03,0.09,440,3331.0,36.182445381372176,2611.0,50.05740528128588,54.9,兴全优选进取三个月
018620.OF,兴全兴晨六个月持有A,混合型,混合型-偏股,-1.66,-2.17,-0.23,3.21,3.15,-0.7,455,3192.0,38.84630126485244,4303.0,17.68082663605052,47.3,兴全兴晨
014900.OF,兴全兴裕A,混合型,混合型-偏股,0.1,0.76,2.66,2.47,1.99,0.27,455,1115.0,78.6508240705251,2768.0,47.053195560658246,60.4,兴全兴裕
019498.OF,兴全创新优势A,混合型,混合型-偏股,-1.93,-4.94,3.66,17.81,16.5,0.09,455,4137.0,20.735914143349945,2344.0,55.166475315729045,51.3,兴全创新优势
019384.OF,兴全可持续投资三年定开,混合型,混合型-偏股,1.82,-18.55,-11.78,21.69,23.86,-0.64,455,5206.0,0.2491376006132584,5200.0,0.5166475315729002,37.4,兴全可持续投资三年定开
010670.OF,兴全合兴C,混合型,混合型-偏股,1.9,1.68,11.7,16.77,17.81,0.58,455,752.0,85.60751245688003,665.0,87.29429774205893,67.1,兴全合兴
023875.OF,兴全合润C,混合型,混合型-偏股,0.91,-1.54,4.78,16.05,12.56,0.17,414,2878.0,44.863932541203525,1953.0,62.6482969766552,57.8,兴全合润
024474.OF,兴全合熙A,混合型,混合型-偏股,-1.51,-2.07,6.49,21.78,12.62,0.21,203,3137.0,39.9003449597547,1488.0,71.54611557596633,59.6,兴全合熙
016464.OF,兴全合瑞A,混合型,混合型-偏股,-1.75,-2.27,2.43,15.23,17.09,0.03,455,3233.0,38.06055960137984,2859.0,45.31190202831994,47.8,兴全合瑞
014639.OF,兴全合衡三年持有A,混合型,混合型-偏股,-4.86,-6.78,0.63,13.26,13.28,-0.1,455,4496.0,13.855883480260632,3921.0,24.990432453119016,55.5,兴全合衡
011338.OF,兴全合远两年持有A,混合型,混合型-偏股,-0.99,-10.79,13.8,23.22,20.9,0.51,455,5023.0,3.75622844001533,432.0,91.75277458859549,62.5,兴全合远
018868.OF,兴全品质甄选A,混合型,混合型-偏股,0.33,-0.83,4.44,20.28,20.86,0.12,455,2462.0,52.8363357608279,2064.0,60.524301569077686,49.3,兴全品质甄选
023881.OF,兴全商业模式优选C,混合型,混合型-偏股,0.42,-1.02,7.41,15.49,11.21,0.35,414,2584.0,50.49827520122652,1306.0,75.02870264064295,65.7,兴全商业模式优选
018321.OF,兴全安悦平衡养老三年持有Y,混合型,混合型-偏股,-2.52,-2.63,0.95,6.93,7.13,-0.15,440,3379.0,35.26255270218475,3706.0,29.104477611940293,57.0,兴全安悦平衡养老
017387.OF,兴全安悦稳健养老一年持有Y,混合型,混合型-偏股,-0.92,-0.81,0.62,3.36,3.37,-0.41,440,2449.0,53.08547336144116,3926.0,24.89475698430922,52.2,兴全安悦稳健养老
017672.OF,兴全安泰平衡养老(FOF)Y,混合型,混合型-偏股,-1.4,-1.36,1.94,6.97,6.83,-0.01,440,2790.0,46.55040245304715,3092.0,40.853425181783386,60.9,兴全安泰平衡养老(FOF)
017386.OF,兴全安泰积极养老目标五年Y,混合型,混合型-偏股,-1.84,-1.77,3.06,9.24,9.15,0.11,440,3000.0,42.52587198160215,2585.0,50.55491771909683,56.1,兴全安泰积极养老目标五年
017384.OF,兴全安泰稳健养老一年持有Y,混合型,混合型-偏股,-0.45,-0.23,1.55,2.65,2.3,-0.17,440,1962.0,62.41855116903028,3342.0,36.06965174129353,58.4,兴全安泰稳健养老
024747.OF,兴全欣越D,混合型,混合型-偏股,-3.46,-0.06,3.03,9.2,6.97,0.11,299,1773.0,66.04062859333078,2599.0,50.28702640642939,56.5,兴全欣越
010981.OF,兴全汇虹一年持有A,混合型,混合型-偏股,-0.73,-0.11,1.46,2.94,2.41,-0.19,455,1830.0,64.9482560367957,3396.0,35.03635667814772,57.9,兴全汇虹
023226.OF,兴全盈丰多元配置三个月持有A,混合型,混合型-偏股,-1.18,-0.9,2.21,7.69,3.72,0.03,158,2506.0,51.99310080490609,2940.0,43.76195943360123,54.0,兴全盈丰多元配置
023003.OF,兴全盈鑫多元配置三个月持有A,混合型,混合型-偏股,-1.5,-1.11,2.39,6.35,3.98,0.06,395,2643.0,49.36757378305864,2875.0,45.00574052812859,54.1,兴全盈鑫多元配置
013786.OF,兴全积极配置C,混合型,混合型-偏股,-2.24,-2.1,2.3,10.77,10.49,0.03,440,3152.0,39.61287849750862,2906.0,44.41255262150785,53.0,兴全积极配置
021590.OF,兴全竞争优势A,混合型,混合型-偏股,-0.84,0.36,5.76,12.17,11.11,0.31,455,1363.0,73.89804522805672,1650.0,68.4462303865289,63.2,兴全竞争优势
021247.OF,兴全红利A,混合型,混合型-偏股,0.01,3.62,5.51,8.29,6.82,0.42,455,391.0,92.52587198160217,1729.0,66.9345579793341,66.6,兴全红利
