ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points
018798.OF,易方达安裕60天持有A,债券型,债券型-主动,0.16,0.27,0.46,0.16,0.07,-9.47,455
018799.OF,易方达安裕60天持有C,债券型,债券型-主动,0.14,0.24,0.42,0.16,0.08,-9.98,455
012232.OF,华安沣信C,债券型,债券型-主动,0.17,0.04,1.41,1.97,1.39,-0.3,455
018632.OF,银华顺和,债券型,债券型-主动,0.18,0.42,0.55,1.15,1.81,-1.26,455
017120.OF,华安添勤,债券型,债券型-主动,0.09,0.29,0.36,0.68,0.96,-2.43,455
017503.OF,达诚致益A,债券型,债券型-主动,0.03,-0.24,0.96,2.01,1.89,-0.52,454
017504.OF,达诚致益C,债券型,债券型-主动,0.01,-0.28,0.88,2.0,1.91,-0.56,454
012632.OF,天治鑫祥利率债A,债券型,债券型-主动,0.14,0.42,0.53,1.06,1.12,-1.38,455
012633.OF,天治鑫祥利率债C,债券型,债券型-主动,0.14,0.42,0.53,1.06,1.13,-1.38,455
016960.OF,财通资管睿安C,债券型,债券型-主动,0.15,0.48,0.6,3.28,4.63,-0.43,455
016959.OF,财通资管睿安A,债券型,债券型-主动,0.16,0.51,0.65,3.45,4.8,-0.39,455
018849.OF,鑫元恒鑫收益增强E,债券型,债券型-主动,-0.19,-0.24,1.88,3.66,2.5,-0.03,455
017047.OF,华泰柏瑞益享,债券型,债券型-主动,0.09,0.28,0.37,1.73,2.85,-0.94,455
018598.OF,兴全招益C,债券型,债券型-主动,-0.13,-0.05,1.1,1.84,1.65,-0.49,455
018597.OF,兴全招益A,债券型,债券型-主动,-0.1,-0.01,1.18,1.85,1.62,-0.44,455
018741.OF,万家集利A,债券型,债券型-主动,0.12,0.07,1.38,2.17,2.81,-0.29,455
017706.OF,建信添福悠享稳健养老目标一年持有A,债券型,债券型-主动,-0.17,0.21,0.93,1.28,0.72,-0.84,440
018668.OF,中信建投景润3个月定开D,债券型,债券型-主动,0.1,0.17,0.55,0.51,0.61,-2.86,455
018606.OF,融通通祺C,债券型,债券型-主动,0.14,0.34,0.56,3.03,4.47,-0.48,454
018616.OF,光大睿阳纯债C,债券型,债券型-主动,0.05,0.07,-0.11,0.68,0.77,-3.09,455
018742.OF,万家集利C,债券型,债券型-主动,0.08,0.02,1.29,2.17,2.82,-0.33,455
017903.OF,汇添富双颐C,债券型,债券型-主动,0.28,0.31,2.06,2.92,1.79,0.02,455
018615.OF,光大睿阳纯债A,债券型,债券型-主动,0.06,0.09,-0.07,0.68,0.73,-3.03,455
017681.OF,建信睿安一年定开,债券型,债券型-主动,0.09,0.24,0.42,1.52,3.34,-1.04,455
018584.OF,浦银安盛普兴3个月定开,债券型,债券型-主动,0.16,0.26,0.44,2.65,3.65,-0.59,455
017902.OF,汇添富双颐A,债券型,债券型-主动,0.31,0.36,2.12,2.93,1.77,0.04,455
018624.OF,国泰海通君增利60天滚动持有A,债券型,债券型-主动,0.13,0.27,0.48,0.44,0.37,-3.48,455
017208.OF,平安惠禧纯债C,债券型,债券型-主动,0.08,0.24,0.3,0.71,0.89,-2.4,455
017207.OF,平安惠禧纯债A,债券型,债券型-主动,0.1,0.27,0.37,0.71,0.84,-2.31,455
018625.OF,国泰海通君增利60天滚动持有C,债券型,债券型-主动,0.12,0.24,0.44,0.43,0.4,-3.63,455
016923.OF,金鹰添兴一年定开,债券型,债券型-主动,0.24,0.45,0.73,0.8,1.2,-1.59,455
016940.OF,国联安鸿利短债A,债券型,债券型-主动,0.09,0.18,0.31,0.1,0.01,-16.29,455
016941.OF,国联安鸿利短债C,债券型,债券型-主动,0.08,0.16,0.27,0.1,0.02,-17.02,455
018516.OF,恒越安裕纯债,债券型,债券型-主动,0.07,0.07,0.19,0.43,0.27,-4.19,455
018471.OF,南方津享稳健添利A,债券型,债券型-主动,-0.13,0.05,1.1,1.71,1.5,-0.52,455
018487.OF,汇添富鑫荣纯债A,债券型,债券型-主动,0.09,0.39,0.45,1.76,3.63,-0.88,455
018472.OF,南方津享稳健添利C,债券型,债券型-主动,-0.14,0.02,1.05,1.71,1.55,-0.56,455
018488.OF,汇添富鑫荣纯债C,债券型,债券型-主动,0.07,0.35,0.39,1.78,3.76,-0.91,455
018587.OF,汇添富双享增利C,债券型,债券型-主动,-0.1,-0.25,0.94,2.56,2.46,-0.41,455
018110.OF,百嘉百悦一年定开纯债,债券型,债券型-主动,0.15,0.34,0.71,1.45,3.06,-0.9,455
018670.OF,兴华安惠纯债C,债券型,债券型-主动,0.11,0.38,0.29,3.44,6.61,-0.5,455
018669.OF,兴华安惠纯债A,债券型,债券型-主动,0.12,0.4,0.32,3.43,6.47,-0.49,455
018015.OF,工银瑞宏6个月定开A,债券型,债券型-主动,0.18,0.5,0.63,1.2,1.62,-1.15,455
018420.OF,汇添富稳航30天持有A,债券型,债券型-主动,0.13,0.25,0.44,0.26,0.2,-6.04,455
018016.OF,工银瑞宏6个月定开C,债券型,债券型-主动,0.15,0.46,0.57,1.2,1.73,-1.2,455
018421.OF,汇添富稳航30天持有C,债券型,债券型-主动,0.12,0.23,0.4,0.26,0.21,-6.24,455
018586.OF,汇添富双享增利A,债券型,债券型-主动,-0.07,-0.2,1.01,2.55,2.4,-0.39,455
018277.OF,博时稳健增利A,债券型,债券型-主动,-0.21,-1.1,0.67,2.15,1.59,-0.62,455
018278.OF,博时稳健增利C,债券型,债券型-主动,-0.23,-1.13,0.61,2.15,1.6,-0.65,455
018531.OF,中欧稳鑫180天持有C,债券型,债券型-主动,-0.17,-0.24,0.89,0.94,0.72,-1.18,455
018530.OF,中欧稳鑫180天持有A,债券型,债券型-主动,-0.17,-0.22,0.91,0.94,0.71,-1.15,455
018256.OF,国寿安保安泰三个月定开,债券型,债券型-主动,0.14,0.35,0.48,1.01,1.35,-1.51,454
017841.OF,方正富邦稳惠3个月定开,债券型,债券型-主动,0.17,0.39,0.63,1.35,1.52,-1.01,454
016951.OF,鹏华丰顺A,债券型,债券型-主动,0.12,0.3,0.58,0.5,0.31,-2.82,455
017928.OF,南华瑞富一年定开,债券型,债券型-主动,0.14,0.38,0.68,1.47,2.43,-0.9,455
018701.OF,中银惠利纯债B,债券型,债券型-主动,0.16,0.31,0.74,3.69,5.56,-0.34,455
017705.OF,易方达裕浙3个月定开,债券型,债券型-主动,0.1,0.33,0.31,0.83,1.34,-2.03,455
018559.OF,广发景佳纯债,债券型,债券型-主动,0.12,0.37,0.42,1.31,1.76,-1.21,455
018508.OF,创金合信益久9个月持有E,债券型,债券型-主动,-0.77,-0.56,0.19,1.15,1.1,-1.57,455
018506.OF,创金合信益久9个月持有A,债券型,债券型-主动,-0.74,-0.52,0.28,1.16,1.07,-1.49,455
018507.OF,创金合信益久9个月持有C,债券型,债券型-主动,-0.76,-0.55,0.21,1.16,1.1,-1.55,455
018206.OF,永赢浩益一年定开,债券型,债券型-主动,0.25,0.48,0.75,0.64,0.78,-1.97,455
018666.OF,鹏扬利沣短债D,债券型,债券型-主动,0.07,0.15,0.33,0.17,0.06,-9.85,455
018180.OF,东方红30天滚动持有纯债A,债券型,债券型-主动,0.14,0.22,0.38,0.22,0.07,-7.21,455
018181.OF,东方红30天滚动持有纯债C,债券型,债券型-主动,0.12,0.21,0.34,0.22,0.07,-7.72,455
017450.OF,嘉合磐辉纯债C,债券型,债券型-主动,0.17,0.54,0.71,1.98,2.64,-0.65,455
017449.OF,嘉合磐辉纯债A,债券型,债券型-主动,0.16,0.36,0.53,1.99,2.7,-0.74,455
018566.OF,恒生前海恒源泓利A,债券型,债券型-主动,-0.23,-0.22,0.07,1.55,1.04,-1.25,455
018567.OF,恒生前海恒源泓利C,债券型,债券型-主动,-0.23,-0.23,-0.03,1.04,1.04,-1.95,455
006033.OF,创金合信汇泽纯债三个月C,债券型,债券型-主动,0.78,-1.12,-0.44,3.56,1.99,-0.69,157
018407.OF,博时富耀纯债一年定开,债券型,债券型-主动,0.15,0.3,0.5,2.67,4.49,-0.56,455
018497.OF,恒生前海恒润纯债C,债券型,债券型-主动,0.14,1.7,1.89,4.89,7.3,-0.02,455
018496.OF,恒生前海恒润纯债A,债券型,债券型-主动,0.14,0.17,0.35,0.93,1.16,-1.78,455
018100.OF,太平恒泰三个月定开A,债券型,债券型-主动,0.13,0.3,0.57,1.72,2.85,-0.83,455
018639.OF,中加民丰纯债C,债券型,债券型-主动,,,,0.0,0.0,0.0,455
018622.OF,创金合信尊享C,债券型,债券型-主动,0.16,0.36,0.44,1.95,3.6,-0.8,455
017500.OF,兴业嘉辰一年定开,债券型,债券型-主动,0.57,0.66,1.2,0.98,0.23,-0.82,111
017121.OF,南方贤元一年持有A,债券型,债券型-主动,-1.25,-1.92,-0.23,3.03,2.49,-0.74,455
018393.OF,富国稳健添利A,债券型,债券型-主动,0.59,0.88,3.58,3.81,3.22,0.41,455
017122.OF,南方贤元一年持有C,债券型,债券型-主动,-1.27,-1.97,-0.3,3.0,2.51,-0.77,455
018394.OF,富国稳健添利C,债券型,债券型-主动,0.57,0.82,3.49,3.81,3.31,0.39,455
018403.OF,富国稳健添利E,债券型,债券型-主动,0.59,0.88,3.57,3.81,3.21,0.41,455
018581.OF,中银纯债D,债券型,债券型-主动,0.19,0.48,0.98,1.03,1.5,-0.99,455
017665.OF,兴银稳建90天持有中短债A,债券型,债券型-主动,0.15,0.31,0.52,0.32,0.11,-4.56,455
017666.OF,兴银稳建90天持有中短债C,债券型,债券型-主动,0.13,0.29,0.48,0.32,0.11,-4.7,455
017053.OF,南方ESG纯债A,债券型,债券型-主动,0.1,0.32,0.63,0.69,0.4,-1.97,455
017711.OF,富国增利C,债券型,债券型-主动,0.18,0.41,0.77,0.55,0.93,-2.24,455
017710.OF,富国增利A,债券型,债券型-主动,0.19,0.43,0.81,0.55,0.88,-2.15,455
018459.OF,华润元大润享三个月定开C,债券型,债券型-主动,0.1,0.17,0.31,1.22,1.3,-1.39,455
018458.OF,华润元大润享三个月定开A,债券型,债券型-主动,0.12,0.2,0.34,1.34,1.39,-1.24,456
017545.OF,弘毅远方中短债A,债券型,债券型-主动,0.14,0.27,0.43,0.32,0.21,-4.94,455
017546.OF,弘毅远方中短债C,债券型,债券型-主动,0.13,0.25,0.39,0.31,0.26,-5.2,455
016734.OF,安信永泽一年定开,债券型,债券型-主动,0.05,0.19,0.12,0.87,1.53,-2.16,455
018109.OF,国新国证鑫泰三个月定开,债券型,债券型-主动,0.11,0.25,0.31,0.71,0.91,-2.38,455
017990.OF,易方达安益90天持有C,债券型,债券型-主动,0.13,0.21,0.33,0.12,0.04,-13.91,455
017989.OF,易方达安益90天持有A,债券型,债券型-主动,0.14,0.22,0.36,0.13,0.04,-12.76,455
009425.OF,金信民安两年定开债,债券型,债券型-主动,0.09,1.12,0.94,5.13,4.47,-0.21,199
016749.OF,申万菱信稳鑫60天持有中短债C,债券型,债券型-主动,0.16,0.38,0.68,0.37,0.14,-3.55,455
016748.OF,申万菱信稳鑫60天持有中短债A,债券型,债券型-主动,0.17,0.4,0.72,0.38,0.14,-3.42,455
016750.OF,申万菱信安泰永利利率债一年定开,债券型,债券型-主动,0.89,0.71,1.2,2.81,2.6,-0.28,133
018262.OF,天弘臻享一年定开,债券型,债券型-主动,0.42,0.6,1.19,1.17,0.22,-0.69,113
016595.OF,方正富邦稳禧一年定开,债券型,债券型-主动,0.18,0.39,0.44,1.44,2.32,-1.08,454
018481.OF,中金恒新90天持有,债券型,债券型-主动,0.13,0.13,1.58,2.29,2.1,-0.19,455
018323.OF,人保民富C,债券型,债券型-主动,-0.3,-0.39,-0.63,1.86,2.1,-1.41,441
018322.OF,人保民富A,债券型,债券型-主动,-0.29,-0.35,-0.56,1.86,2.07,-1.38,441
015166.OF,华泰保兴长三角金融债一年定开,债券型,债券型-主动,0.48,0.6,-1.13,2.9,2.39,-1.08,137
018500.OF,兴银收益增强C,债券型,债券型-主动,0.49,0.8,4.05,6.42,7.77,0.32,455
018296.OF,金元顺安丰祥C,债券型,债券型-主动,0.05,0.25,0.73,0.6,0.39,-2.11,455
018215.OF,景顺长城景颐辰利C,债券型,债券型-主动,-0.85,-0.35,1.25,2.12,2.18,-0.35,455
018214.OF,景顺长城景颐辰利A,债券型,债券型-主动,-0.82,-0.29,1.34,2.12,2.16,-0.31,455
017499.OF,淳厚添益增强C,债券型,债券型-主动,0.68,0.7,2.49,3.66,3.23,0.14,455
017498.OF,淳厚添益增强A,债券型,债券型-主动,0.7,0.74,2.58,3.67,3.2,0.16,455
016611.OF,富国稳健添盈C,债券型,债券型-主动,-0.37,-0.3,1.13,2.54,2.94,-0.34,455
017214.OF,兴华安聚纯债A,债券型,债券型-主动,0.28,0.62,0.96,1.26,1.38,-0.82,455
017215.OF,兴华安聚纯债C,债券型,债券型-主动,0.27,0.6,0.92,1.26,1.43,-0.86,455
016610.OF,富国稳健添盈A,债券型,债券型-主动,-0.34,-0.25,1.22,2.54,2.93,-0.31,455
017805.OF,惠升和润39个月封闭,债券型,债券型-主动,0.15,0.25,0.4,0.3,0.23,-5.35,673
017138.OF,长盛盛逸9个月持有C,债券型,债券型-主动,-0.09,0.16,0.1,1.06,1.03,-1.79,455
017137.OF,长盛盛逸9个月持有A,债券型,债券型-主动,-0.08,0.19,0.15,1.06,1.01,-1.74,455
008440.OF,融通通华五年定开C,债券型,债券型-主动,0.55,0.88,-0.84,3.59,2.26,-0.79,105
018196.OF,兴全恒远A,债券型,债券型-主动,0.14,0.35,0.84,0.77,1.12,-1.51,455
008439.OF,融通通华五年定开A,债券型,债券型-主动,0.6,0.98,-0.13,2.75,1.71,-0.77,105
018197.OF,兴全恒远C,债券型,债券型-主动,0.12,0.32,0.81,0.8,1.16,-1.49,455
018086.OF,汇添富稳合4个月持有C,债券型,债券型-主动,0.11,0.19,0.33,0.25,0.06,-6.76,455
018085.OF,汇添富稳合4个月持有A,债券型,债券型-主动,0.12,0.22,0.38,0.25,0.06,-6.51,455
018317.OF,招商添泰1年定开债,债券型,债券型-主动,0.13,0.22,0.41,0.31,0.25,-5.1,455
018011.OF,交银稳安90天持有A,债券型,债券型-主动,0.14,0.23,0.38,0.21,0.14,-7.82,455
018012.OF,交银稳安90天持有C,债券型,债券型-主动,0.12,0.21,0.35,0.21,0.16,-7.83,455
017052.OF,蜂巢丰启一年定开,债券型,债券型-主动,0.14,0.32,0.62,2.07,3.47,-0.67,455
017007.OF,永赢月月享30天持有短债C,债券型,债券型-主动,0.12,0.22,0.39,0.25,0.15,-6.37,455
018254.OF,平安利率债C,债券型,债券型-主动,0.11,0.28,0.3,4.35,8.64,-0.39,455
018253.OF,平安利率债A,债券型,债券型-主动,0.13,0.31,0.36,4.33,8.48,-0.38,455
016443.OF,中信建投景益C,债券型,债券型-主动,0.22,0.59,0.86,1.62,2.55,-0.7,455
017622.OF,同泰恒盛A,债券型,债券型-主动,0.39,0.99,2.11,2.58,1.83,0.04,455
016442.OF,中信建投景益A,债券型,债券型-主动,0.23,0.62,0.92,1.62,2.48,-0.66,455
017006.OF,永赢月月享30天持有短债A,债券型,债券型-主动,0.13,0.25,0.45,0.26,0.14,-6.05,455
017623.OF,同泰恒盛C,债券型,债券型-主动,0.37,0.96,2.08,2.57,1.84,0.03,455
017529.OF,财通安益中短债A,债券型,债券型-主动,0.17,0.31,0.53,0.37,0.24,-3.92,455
017530.OF,财通安益中短债C,债券型,债券型-主动,0.14,0.28,0.49,0.37,0.26,-4.12,455
017531.OF,财通安益中短债E,债券型,债券型-主动,0.15,0.29,0.47,0.38,0.25,-4.06,455
017700.OF,广发景泰C,债券型,债券型-主动,0.11,0.33,0.46,4.27,8.17,-0.36,455
017699.OF,广发景泰A,债券型,债券型-主动,0.13,0.37,0.52,4.28,8.06,-0.35,455
018080.OF,鹏华稳健添利A,债券型,债券型-主动,-0.01,0.25,0.97,1.2,0.55,-0.86,455
018081.OF,鹏华稳健添利C,债券型,债券型-主动,-0.03,0.23,0.92,1.19,0.61,-0.9,455
017046.OF,达诚腾益C,债券型,债券型-主动,-0.08,-0.19,0.47,1.58,1.27,-0.97,454
016433.OF,财通资管睿兴C,债券型,债券型-主动,0.16,0.44,0.45,1.44,2.4,-1.07,455
017045.OF,达诚腾益A,债券型,债券型-主动,-0.05,-0.15,0.55,1.58,1.25,-0.92,454
016432.OF,财通资管睿兴A,债券型,债券型-主动,0.17,0.46,0.49,1.44,2.32,-1.05,455
018252.OF,上银聚合益一年定开,债券型,债券型-主动,0.18,0.39,0.67,0.87,1.16,-1.53,455
017817.OF,鹏扬裕利三年封闭,债券型,债券型-主动,0.22,0.34,0.6,2.55,3.56,-0.55,494
016619.OF,国融添益增强C,债券型,债券型-主动,0.1,0.2,0.32,0.25,0.19,-6.7,455
016618.OF,国融添益增强A,债券型,债券型-主动,0.11,0.24,0.4,0.26,0.18,-6.29,455
018275.OF,蜂巢丰嘉A,债券型,债券型-主动,0.13,0.26,0.29,1.73,2.26,-0.99,455
018276.OF,蜂巢丰嘉C,债券型,债券型-主动,0.13,0.26,0.29,6.85,18.13,-0.25,455
017708.OF,长盛盛启A,债券型,债券型-主动,0.19,0.35,0.6,1.93,3.44,-0.72,455
018223.OF,华安添荣C,债券型,债券型-主动,0.12,0.24,0.36,0.21,0.1,-7.85,455
016353.OF,兴银合泰A,债券型,债券型-主动,0.14,0.34,0.66,2.84,4.0,-0.47,455
017134.OF,博道和祥多元稳健A,债券型,债券型-主动,-0.05,-0.37,1.74,2.19,2.27,-0.12,454
017709.OF,长盛盛启C,债券型,债券型-主动,0.17,0.32,0.57,1.82,3.32,-0.79,455
016354.OF,兴银合泰C,债券型,债券型-主动,0.13,0.31,0.62,2.82,4.0,-0.49,455
017135.OF,博道和祥多元稳健C,债券型,债券型-主动,-0.06,-0.42,1.67,2.18,2.35,-0.15,454
016321.OF,红塔红土瑞恒纯债C,债券型,债券型-主动,0.1,0.19,0.31,0.59,0.71,-2.88,455
016320.OF,红塔红土瑞恒纯债A,债券型,债券型-主动,0.11,0.21,0.34,0.58,0.67,-2.84,455
018271.OF,工银恒享纯债C,债券型,债券型-主动,0.14,0.28,0.45,0.45,0.49,-3.44,455
018187.OF,富国裕利E,债券型,债券型-主动,-0.14,-0.19,1.43,2.2,1.88,-0.26,455
016792.OF,浙商汇金聚兴一年定开,债券型,债券型-主动,0.14,0.35,0.37,1.53,3.14,-1.07,455
016640.OF,南方达元C,债券型,债券型-主动,0.14,0.59,2.86,3.09,2.63,0.28,455
018169.OF,嘉实致诚纯债,债券型,债券型-主动,0.14,0.36,0.43,2.68,3.31,-0.59,455
017782.OF,博时恒享A,债券型,债券型-主动,-0.13,-0.62,0.43,1.7,1.54,-0.92,455
017783.OF,博时恒享C,债券型,债券型-主动,-0.14,-0.65,0.43,1.71,1.62,-0.92,455
016639.OF,南方达元A,债券型,债券型-主动,0.16,0.64,2.94,3.1,2.61,0.31,455
018239.OF,中银嘉享3个月定开D,债券型,债券型-主动,0.16,0.36,0.54,0.6,0.43,-2.45,455
017690.OF,银华顺璟6个月定开A,债券型,债券型-主动,0.18,0.44,0.56,1.15,1.75,-1.25,455
017695.OF,招商添轩1年定开,债券型,债券型-主动,0.14,0.26,0.45,1.25,1.7,-1.24,455
018186.OF,东方红益丰纯债C,债券型,债券型-主动,0.13,0.25,0.44,0.4,0.53,-3.87,455
018166.OF,东方红稳添利E,债券型,债券型-主动,0.1,0.33,0.59,0.44,0.28,-3.18,455
017976.OF,路博迈护航一年持有C,债券型,债券型-主动,0.03,0.03,0.63,2.41,2.58,-0.57,455
017975.OF,路博迈护航一年持有A,债券型,债券型-主动,0.06,0.07,0.71,2.41,2.56,-0.54,455
017810.OF,湘财鑫享C,债券型,债券型-主动,0.17,-0.06,1.91,4.23,3.9,-0.02,455
017809.OF,湘财鑫享A,债券型,债券型-主动,0.19,-0.03,1.96,4.23,3.81,-0.01,455
017682.OF,东海鑫乐一年定开,债券型,债券型-主动,0.41,0.57,0.96,0.52,0.1,-2.0,133
016148.OF,融通通灿A,债券型,债券型-主动,0.17,0.33,0.55,0.65,0.9,-2.24,454
016184.OF,长城鼎利一年定开,债券型,债券型-主动,-1.75,-1.62,-1.42,1.47,1.88,-2.33,455
016770.OF,华安盈安稳健优选3个月持有A,债券型,债券型-主动,0.05,0.29,0.83,1.51,1.77,-0.78,440
016208.OF,华泰柏瑞锦汇,债券型,债券型-主动,0.14,0.28,0.32,1.77,2.95,-0.95,455
018087.OF,鹏华双债增利C,债券型,债券型-主动,-0.48,-0.2,0.65,2.14,1.72,-0.63,455
016771.OF,华安盈安稳健优选3个月持有C,债券型,债券型-主动,0.03,0.26,0.77,1.51,1.81,-0.81,440
017596.OF,中银证券汇裕一年定开,债券型,债券型-主动,0.42,0.52,0.97,9.51,2.04,-0.11,137
016116.OF,国联安恒盛3个月定开纯债,债券型,债券型-主动,0.06,0.72,0.75,0.98,0.55,-1.28,179
018042.OF,海富通稳固收益A,债券型,债券型-主动,-0.1,-0.04,1.76,2.45,1.85,-0.1,454
018093.OF,国投瑞银顺意一年定开,债券型,债券型-主动,0.22,0.46,0.79,0.49,0.56,-2.49,455
018091.OF,博时利发纯债C,债券型,债券型-主动,0.12,0.32,0.49,0.92,1.05,-1.64,455
018098.OF,博时富发纯债C,债券型,债券型-主动,0.14,0.43,0.65,1.24,1.54,-1.09,455
016111.OF,鹏华丰尊,债券型,债券型-主动,0.12,0.31,0.49,1.66,2.9,-0.91,455
016658.OF,兴华安裕利率债A,债券型,债券型-主动,0.13,0.52,-1.27,3.11,6.46,-1.05,455
016659.OF,兴华安裕利率债C,债券型,债券型-主动,0.1,0.49,-1.33,3.11,6.57,-1.07,455
016884.OF,山证资管裕鑫180天持有C,债券型,债券型-主动,-0.01,0.44,0.3,2.69,3.05,-0.63,455
016855.OF,汇添富稳福60天滚动中短债B,债券型,债券型-主动,0.13,0.23,0.33,0.16,0.08,-10.77,455
016883.OF,山证资管裕鑫180天持有A,债券型,债券型-主动,0.02,0.48,0.38,2.68,3.03,-0.6,455
017420.OF,易方达裕祥回报C,债券型,债券型-主动,0.06,0.69,1.77,2.57,2.66,-0.09,455
017202.OF,山证资管丰盈180天滚动持有中短债C,债券型,债券型-主动,0.22,0.39,0.65,0.21,0.11,-6.32,455
017201.OF,山证资管丰盈180天滚动持有中短债A,债券型,债券型-主动,0.23,0.41,0.7,0.22,0.11,-5.88,455
017659.OF,汇添富稳丰中短债A,债券型,债券型-主动,0.1,0.15,0.3,0.12,0.02,-14.58,455
017139.OF,国投瑞银顺立纯债,债券型,债券型-主动,0.13,0.33,0.4,1.16,1.2,-1.38,455
017660.OF,汇添富稳丰中短债C,债券型,债券型-主动,0.09,0.12,0.25,0.12,0.02,-14.62,455
016760.OF,东吴添利三个月定开C,债券型,债券型-主动,0.14,0.26,0.43,1.56,1.94,-1.01,455
016759.OF,东吴添利三个月定开A,债券型,债券型-主动,0.15,0.28,0.48,1.55,1.92,-0.98,455
017796.OF,合煦智远稳进纯债A,债券型,债券型-主动,0.12,0.23,0.35,0.22,0.12,-7.53,455
017797.OF,合煦智远稳进纯债C,债券型,债券型-主动,0.1,0.2,0.29,0.22,0.13,-7.78,455
017510.OF,红土创新丰睿中短债C,债券型,债券型-主动,0.09,0.15,0.21,0.36,0.16,-4.95,455
017509.OF,红土创新丰睿中短债A,债券型,债券型-主动,0.11,0.18,0.26,0.36,0.15,-4.87,455
017556.OF,招商安凯,债券型,债券型-主动,-0.53,-1.05,-0.04,2.69,3.66,-0.76,455
017793.OF,国联安聚利39个月纯债,债券型,债券型-主动,0.12,0.23,0.38,1.0,1.28,-1.62,673
017717.OF,嘉实多盈A,债券型,债券型-主动,-0.17,-0.39,2.75,3.23,2.59,0.23,455
017718.OF,嘉实多盈C,债券型,债券型-主动,-0.18,-0.42,2.69,3.23,2.6,0.21,455
016026.OF,渤海汇金汇鑫益3个月定开,债券型,债券型-主动,0.21,0.5,0.5,1.87,3.07,-0.8,455
016711.OF,贝莱德欣悦丰利A,债券型,债券型-主动,,0.32,0.49,1.63,2.07,-0.93,454
016712.OF,贝莱德欣悦丰利C,债券型,债券型-主动,-0.03,0.27,0.42,1.64,2.09,-0.97,454
017085.OF,南方浩祥3个月持有A,债券型,债券型-主动,0.1,0.32,1.17,2.22,2.88,-0.38,440
017956.OF,汇添富稳瑞30天滚动中短债D,债券型,债券型-主动,0.1,0.17,0.29,0.14,0.04,-12.14,455
016718.OF,中银中短债C,债券型,债券型-主动,0.16,0.29,0.44,0.46,0.62,-3.39,455
017955.OF,汇添富稳瑞30天滚动中短债B,债券型,债券型-主动,0.13,0.2,0.33,0.14,0.05,-11.6,455
016717.OF,中银中短债A,债券型,债券型-主动,0.16,0.32,0.49,0.47,0.57,-3.25,455
017820.OF,鹏华丰利C,债券型,债券型-主动,-0.05,-0.12,1.79,1.94,1.52,-0.11,455
017776.OF,平安合顺1年定开,债券型,债券型-主动,-0.29,-0.71,0.89,1.04,1.0,-1.06,455
017944.OF,财通资管鸿利中短债E,债券型,债券型-主动,0.15,0.25,0.45,0.38,0.27,-4.12,455
017442.OF,华商鸿悦纯债,债券型,债券型-主动,0.17,0.44,0.39,2.81,5.1,-0.57,454
017693.OF,国泰海通安平一年定开,债券型,债券型-主动,0.15,0.33,0.5,2.06,2.78,-0.73,455
016765.OF,百嘉百盈纯债,债券型,债券型-主动,0.06,0.09,0.21,0.97,1.03,-1.85,455
017584.OF,鑫元聚鑫收益增强D,债券型,债券型-主动,-0.19,-1.69,0.42,3.94,2.59,-0.4,455
015913.OF,华夏鼎安一年定开,债券型,债券型-主动,0.17,0.41,0.76,3.1,4.53,-0.4,455
015991.OF,长城鑫利30天滚动中短债A,债券型,债券型-主动,0.21,0.42,0.65,0.34,0.12,-3.94,455
015992.OF,长城鑫利30天滚动中短债C,债券型,债券型-主动,0.2,0.39,0.61,0.34,0.12,-4.08,455
017926.OF,景顺长城政策性金融债C,债券型,债券型-主动,0.18,0.5,0.74,1.26,2.02,-1.0,455
016376.OF,易米和丰A,债券型,债券型-主动,0.08,0.24,0.25,5.15,10.58,-0.34,455
017456.OF,建信宁安30天持有中短债A,债券型,债券型-主动,0.2,0.35,0.65,0.27,0.21,-5.0,455
008330.OF,宏利添盈两年定开C,债券型,债券型-主动,0.07,0.09,0.09,0.6,0.79,-3.19,455
017910.OF,博时富悦纯债C,债券型,债券型-主动,0.15,0.23,0.41,1.29,1.96,-1.23,455
008329.OF,宏利添盈两年定开A,债券型,债券型-主动,0.12,0.19,0.27,0.53,0.49,-3.27,455
016999.OF,上银聚嘉益一年定开,债券型,债券型-主动,0.21,0.5,0.82,0.7,1.06,-1.68,455
017457.OF,建信宁安30天持有中短债C,债券型,债券型-主动,0.19,0.32,0.61,0.27,0.22,-5.18,455
016377.OF,易米和丰C,债券型,债券型-主动,0.05,0.18,0.17,5.25,10.94,-0.35,455
017172.OF,创金合信季安盈3个月持有A,债券型,债券型-主动,0.15,0.3,0.56,0.24,0.08,-6.02,455
017173.OF,创金合信季安盈3个月持有C,债券型,债券型-主动,0.14,0.29,0.54,0.24,0.09,-6.04,455
017883.OF,博时富添纯债C,债券型,债券型-主动,0.15,0.34,0.71,0.97,1.68,-1.33,455
016958.OF,招商安颐稳健C,债券型,债券型-主动,-0.69,-0.16,0.56,1.72,1.01,-0.84,455
016957.OF,招商安颐稳健A,债券型,债券型-主动,-0.67,-0.14,0.6,1.73,1.02,-0.81,455
016716.OF,建信渤泰C,债券型,债券型-主动,-0.57,-0.36,0.41,3.95,4.74,-0.4,455
016715.OF,建信渤泰A,债券型,债券型-主动,-0.56,-0.32,0.47,3.98,4.72,-0.38,455
017812.OF,华安鼎盈一年定开,债券型,债券型-主动,0.11,0.32,0.49,2.92,4.62,-0.52,455
