ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points
014770.OF,财通资管双福9个月持有C,债券型,债券型-主动,-0.31,-0.14,0.74,1.63,1.65,-0.77,455
013493.OF,景顺长城30天滚动C,债券型,债券型-主动,0.12,0.19,0.34,0.16,0.09,-10.21,455
014848.OF,宏利闽利一年定开,债券型,债券型-主动,0.18,0.22,0.54,0.42,0.23,-3.47,455
015472.OF,万家鑫橙纯债C,债券型,债券型-主动,0.12,0.29,0.48,0.96,1.33,-1.58,455
015471.OF,万家鑫橙纯债A,债券型,债券型-主动,0.14,0.33,0.41,0.96,1.25,-1.65,455
013492.OF,景顺长城30天滚动A,债券型,债券型-主动,0.13,0.22,0.38,0.17,0.08,-9.77,455
015427.OF,东吴月月享30天持有C,债券型,债券型-主动,0.12,0.19,0.33,0.31,0.24,-5.39,455
014656.OF,国联益海30天滚动C,债券型,债券型-主动,0.15,0.19,0.4,0.15,0.05,-10.99,455
014655.OF,国联益海30天滚动A,债券型,债券型-主动,0.15,0.21,0.43,0.15,0.05,-10.42,455
015109.OF,中泰安益利率债C,债券型,债券型-主动,0.22,0.45,0.65,1.4,2.2,-0.96,455
015108.OF,中泰安益利率债A,债券型,债券型-主动,0.23,0.48,0.69,1.4,2.17,-0.94,455
015426.OF,东吴月月享30天持有A,债券型,债券型-主动,0.13,0.21,0.36,0.31,0.24,-5.22,455
014884.OF,兴银合鑫,债券型,债券型-主动,0.2,0.41,0.71,0.37,0.52,-3.45,455
014217.OF,国泰利享中短债E,债券型,债券型-主动,0.09,0.16,0.28,0.1,0.03,-16.8,455
013423.OF,宝盈安盛中短债A,债券型,债券型-主动,0.07,0.1,0.18,5.76,12.56,-0.32,455
013424.OF,宝盈安盛中短债C,债券型,债券型-主动,0.04,0.06,0.12,5.85,12.8,-0.32,455
014481.OF,华夏鼎优C,债券型,债券型-主动,0.04,0.14,-0.03,0.63,0.57,-3.22,455
015377.OF,兴全优选稳健六个月持有A,债券型,债券型-主动,-0.11,0.08,0.84,1.21,0.92,-0.95,440
014480.OF,华夏鼎优A,债券型,债券型-主动,0.16,0.35,-2.94,2.56,3.49,-1.93,455
015378.OF,兴全优选稳健六个月持有C,债券型,债券型-主动,-0.13,0.05,0.79,1.21,0.91,-1.0,440
015209.OF,华夏鼎成一年定开,债券型,债券型-主动,0.16,0.34,0.59,0.28,0.3,-5.06,455
015489.OF,申万菱信稳鑫30天滚动A,债券型,债券型-主动,0.14,0.3,0.6,0.56,0.18,-2.47,455
013545.OF,华夏卓信一年定开,债券型,债券型-主动,-0.21,0.1,0.85,1.15,0.86,-1.0,455
015490.OF,申万菱信稳鑫30天滚动C,债券型,债券型-主动,0.12,0.27,0.56,0.56,0.18,-2.56,455
015267.OF,中邮睿泽一年持有C,债券型,债券型-主动,0.2,0.13,2.39,3.04,3.81,0.13,455
015266.OF,中邮睿泽一年持有A,债券型,债券型-主动,0.23,0.17,2.47,3.04,3.77,0.15,455
015474.OF,工银瑞恒3个月定开C,债券型,债券型-主动,0.17,0.34,0.69,0.66,1.26,-1.99,455
015411.OF,中信建投景安C,债券型,债券型-主动,0.03,0.19,0.07,1.81,3.62,-1.06,455
015410.OF,中信建投景安A,债券型,债券型-主动,0.05,0.22,0.13,1.81,3.55,-1.04,455
015473.OF,工银瑞恒3个月定开A,债券型,债券型-主动,0.19,0.37,0.74,0.66,1.2,-1.91,455
013283.OF,中欧兴盈一年定开,债券型,债券型-主动,0.06,0.32,0.36,1.16,2.59,-1.42,455
014491.OF,浙商汇金双月鑫60天滚动中短债C,债券型,债券型-主动,0.13,0.28,0.51,0.41,0.36,-3.67,455
013487.OF,华安领荣一年定开,债券型,债券型-主动,0.17,0.38,0.59,0.55,0.73,-2.55,455
014883.OF,鑫元悦享60天滚动中短债C,债券型,债券型-主动,0.13,0.26,0.39,0.19,0.06,-8.43,455
014882.OF,鑫元悦享60天滚动中短债A,债券型,债券型-主动,0.14,0.29,0.44,0.2,0.06,-7.87,455
014490.OF,浙商汇金双月鑫60天滚动中短债A,债券型,债券型-主动,0.14,0.28,0.52,0.41,0.34,-3.64,455
015503.OF,中欧中短债C,债券型,债券型-主动,0.13,0.24,0.41,0.67,0.97,-2.37,455
013866.OF,中信建投景明一年定开,债券型,债券型-主动,0.35,0.7,1.16,3.98,7.34,-0.21,455
015302.OF,博时双季乐六个月持有C,债券型,债券型-主动,0.12,0.42,0.64,1.17,1.75,-1.16,455
015551.OF,宏利昇利一年定开,债券型,债券型-主动,0.15,0.33,0.76,3.2,4.66,-0.39,455
015452.OF,兴华安丰纯债C,债券型,债券型-主动,0.08,0.25,0.31,1.29,0.52,-1.31,455
015451.OF,兴华安丰纯债A,债券型,债券型-主动,0.1,0.29,0.35,4.39,0.49,-0.38,455
015301.OF,博时双季乐六个月持有A,债券型,债券型-主动,0.14,0.46,0.71,1.17,1.68,-1.11,455
015563.OF,天弘丰利C,债券型,债券型-主动,0.13,-0.19,0.76,1.34,1.4,-0.92,454
015502.OF,中欧中短债A,债券型,债券型-主动,0.15,0.27,0.47,0.67,0.9,-2.29,455
015076.OF,中加恒享三个月定开,债券型,债券型-主动,0.18,0.35,0.6,3.27,4.78,-0.43,455
015499.OF,东海祥苏短债E,债券型,债券型-主动,0.11,0.19,0.32,0.17,0.13,-9.71,454
013538.OF,鹏华永宁3个月定开,债券型,债券型-主动,0.13,0.29,0.53,0.57,0.73,-2.58,455
013650.OF,华安乾煜A,债券型,债券型-主动,0.21,0.07,1.65,2.42,1.92,-0.15,455
014266.OF,创金合信汇鑫一年定开,债券型,债券型-主动,0.13,0.33,0.65,0.59,0.59,-2.28,455
013670.OF,国联安恒泰3个月定开纯债,债券型,债券型-主动,0.09,0.21,0.28,0.63,0.55,-2.71,455
015331.OF,恒生前海恒利纯债A,债券型,债券型-主动,0.11,0.31,0.29,1.86,3.33,-0.92,455
015082.OF,兴业90天滚动中短债C,债券型,债券型-主动,0.12,0.23,0.42,0.21,0.15,-7.54,455
015332.OF,恒生前海恒利纯债C,债券型,债券型-主动,0.12,0.29,0.28,1.86,3.44,-0.93,455
015081.OF,兴业90天滚动中短债A,债券型,债券型-主动,0.13,0.25,0.45,0.21,0.14,-7.35,455
014870.OF,方正富邦稳丰一年定开,债券型,债券型-主动,0.6,0.71,1.4,0.89,0.15,-0.67,117
013062.OF,国寿安保安诚纯债一年定开,债券型,债券型-主动,0.74,-1.25,-0.7,3.49,2.56,-0.77,136
014464.OF,交银裕道纯债一年定开A,债券型,债券型-主动,0.2,0.48,0.91,3.42,4.9,-0.32,455
014475.OF,华富富鑫一年定开,债券型,债券型-主动,0.14,0.31,0.55,2.82,4.04,-0.51,455
013401.OF,大成稳益90天滚动E,债券型,债券型-主动,0.13,0.23,0.45,0.25,0.13,-6.14,455
013673.OF,国联安恒悦90天持有C,债券型,债券型-主动,0.13,0.23,0.33,0.17,0.14,-9.66,455
013672.OF,国联安恒悦90天持有A,债券型,债券型-主动,0.13,0.26,0.37,0.18,0.14,-9.14,455
013400.OF,大成稳益90天滚动C,债券型,债券型-主动,0.13,0.22,0.42,0.26,0.14,-6.18,455
014076.OF,华商鸿源三个月定开纯债,债券型,债券型-主动,0.07,0.23,0.34,0.73,0.96,-2.27,454
013399.OF,大成稳益90天滚动A,债券型,债券型-主动,0.14,0.24,0.46,0.26,0.13,-6.02,455
014814.OF,格林泓皓纯债,债券型,债券型-主动,0.01,0.56,0.17,3.17,5.94,-0.58,455
015423.OF,浦银安盛普裕一年定开,债券型,债券型-主动,0.16,0.38,0.53,0.79,0.78,-1.86,455
014912.OF,南方信元A,债券型,债券型-主动,0.13,0.4,1.07,2.17,3.7,-0.43,455
015155.OF,浦银安盛稳健回报6个月持有A,债券型,债券型-主动,0.01,0.42,0.96,1.28,1.34,-0.81,444
015156.OF,浦银安盛稳健回报6个月持有C,债券型,债券型-主动,-0.01,0.38,0.9,1.28,1.37,-0.86,444
015312.OF,国金及第中短债B,债券型,债券型-主动,0.16,0.29,0.47,0.38,0.37,-4.01,455
015275.OF,英大安益中短债C,债券型,债券型-主动,0.16,0.26,0.38,0.37,0.26,-4.36,455
013964.OF,达诚定海双月享60天滚动A,债券型,债券型-主动,0.13,0.26,0.42,1.28,1.68,-1.24,454
015274.OF,英大安益中短债A,债券型,债券型-主动,0.18,0.3,0.45,0.37,0.21,-4.17,455
013965.OF,达诚定海双月享60天滚动C,债券型,债券型-主动,0.12,0.23,0.38,1.19,1.57,-1.37,454
014502.OF,泰信汇盈A,债券型,债券型-主动,0.12,0.35,0.49,20.93,4.27,-0.07,455
014511.OF,英大安盈30天滚动A,债券型,债券型-主动,0.14,0.29,0.35,0.67,0.47,-2.47,455
014911.OF,东方红短债C,债券型,债券型-主动,0.12,0.2,0.33,0.15,0.07,-10.85,455
014910.OF,东方红短债A,债券型,债券型-主动,0.13,0.22,0.36,0.15,0.07,-10.63,455
014503.OF,泰信汇盈C,债券型,债券型-主动,0.12,0.34,0.47,5.78,0.4,-0.26,455
014512.OF,英大安盈30天滚动C,债券型,债券型-主动,0.13,0.26,0.3,0.67,0.47,-2.54,455
013719.OF,兴银稳益30天持有C,债券型,债券型-主动,0.1,0.14,0.28,0.15,0.04,-11.56,455
013213.OF,兴业嘉鸿一年定开,债券型,债券型-主动,0.16,0.29,0.49,0.48,1.16,-3.13,455
015439.OF,长盛安逸纯债E,债券型,债券型-主动,0.2,0.49,0.87,0.53,0.64,-2.14,455
013718.OF,兴银稳益30天持有A,债券型,债券型-主动,0.11,0.17,0.32,0.16,0.04,-10.67,455
014675.OF,惠升和顺恒利3个月定开A,债券型,债券型-主动,0.08,0.24,0.33,0.94,1.01,-1.77,454
013615.OF,泰信鑫瑞C,债券型,债券型-主动,-0.72,-1.19,-0.6,1.86,1.5,-1.4,455
014676.OF,惠升和顺恒利3个月定开C,债券型,债券型-主动,0.06,0.2,0.27,0.94,1.1,-1.83,454
013614.OF,泰信鑫瑞A,债券型,债券型-主动,-0.71,-1.17,-0.58,1.86,1.49,-1.38,455
014316.OF,鹏华双季享180天持有C,债券型,债券型-主动,0.14,0.25,0.4,0.42,0.69,-3.77,455
014196.OF,泰信添利30天持有C,债券型,债券型-主动,0.08,0.17,0.37,0.19,0.12,-8.44,455
014195.OF,泰信添利30天持有A,债券型,债券型-主动,0.08,0.19,0.4,0.2,0.11,-7.99,455
014315.OF,鹏华双季享180天持有A,债券型,债券型-主动,0.15,0.27,0.44,0.43,0.64,-3.66,455
014553.OF,中航瑞华ESG一年定开C,债券型,债券型-主动,0.67,0.34,0.58,2.23,2.87,-0.64,218
014552.OF,中航瑞华ESG一年定开A,债券型,债券型-主动,0.74,0.46,0.8,3.05,3.69,-0.39,218
013408.OF,蜂巢丰和A,债券型,债券型-主动,0.16,0.35,0.43,0.77,0.59,-2.03,455
013409.OF,蜂巢丰和C,债券型,债券型-主动,0.14,0.32,0.37,0.78,0.64,-2.08,455
014284.OF,鑫元皓利一年定开,债券型,债券型-主动,0.56,0.69,1.1,3.87,3.18,-0.23,120
013737.OF,嘉实短债A,债券型,债券型-主动,0.12,0.22,0.37,0.13,0.05,-12.13,455
013738.OF,嘉实短债C,债券型,债券型-主动,0.1,0.2,0.33,0.13,0.05,-13.09,455
015370.OF,华泰柏瑞季季红C,债券型,债券型-主动,0.15,0.36,-0.02,0.93,2.04,-2.17,455
015323.OF,广发集源E,债券型,债券型-主动,0.28,0.49,0.76,2.19,2.39,-0.57,455
013828.OF,华泰柏瑞鸿益30天滚动短债C,债券型,债券型-主动,0.09,0.14,0.23,0.19,0.05,-9.43,455
015141.OF,华泰紫金周周购6个月滚动A,债券型,债券型-主动,-0.04,0.22,1.62,1.39,0.73,-0.27,455
015008.OF,汇安永利30天持有A,债券型,债券型-主动,0.12,0.19,0.32,0.11,0.04,-15.64,455
015142.OF,华泰紫金周周购6个月滚动C,债券型,债券型-主动,-0.05,0.18,1.55,1.39,0.75,-0.32,455
014741.OF,财通资管鸿商中短债C,债券型,债券型-主动,0.12,0.18,0.27,0.3,0.16,-5.85,455
014740.OF,财通资管鸿商中短债A,债券型,债券型-主动,0.13,0.21,0.31,0.29,0.14,-5.8,455
015009.OF,汇安永利30天持有C,债券型,债券型-主动,0.11,0.18,0.29,0.1,0.04,-16.45,455
013827.OF,华泰柏瑞鸿益30天滚动短债A,债券型,债券型-主动,0.11,0.17,0.27,0.19,0.05,-8.97,455
014705.OF,国泰海通君得利短债C,债券型,债券型-主动,0.11,0.21,0.36,0.56,0.71,-2.93,455
014973.OF,景顺长城景泰悦利三个月定开纯债A,债券型,债券型-主动,0.15,0.4,0.6,1.87,3.01,-0.75,455
952001.OF,国泰海通君得利短债A,债券型,债券型-主动,0.12,0.24,0.41,0.63,0.75,-2.5,455
012843.OF,海富通恒益金融债一年定开,债券型,债券型-主动,0.14,0.31,0.4,0.81,0.71,-1.98,454
014974.OF,景顺长城景泰悦利三个月定开纯债C,债券型,债券型-主动,0.16,0.4,0.6,1.87,3.05,-0.75,455
014492.OF,浙商汇金兴利增强A,债券型,债券型-主动,-1.45,-2.07,3.9,5.77,6.06,0.33,455
014493.OF,浙商汇金兴利增强C,债券型,债券型-主动,-1.46,-2.1,3.82,5.76,6.09,0.32,455
015106.OF,百嘉百顺纯债A,债券型,债券型-主动,0.06,0.06,0.16,0.32,0.17,-5.83,455
015107.OF,百嘉百顺纯债C,债券型,债券型-主动,0.04,0.04,0.12,0.33,0.16,-5.76,455
952050.OF,国泰海通60天滚动中短债B,债券型,债券型-主动,0.14,0.3,0.52,0.2,0.08,-7.39,455
014399.OF,中银民利一年持有A,债券型,债券型-主动,-0.59,-1.1,0.6,2.85,2.0,-0.49,455
015249.OF,国泰海通60天滚动中短债C,债券型,债券型-主动,0.13,0.27,0.48,0.2,0.09,-7.77,455
015175.OF,申万菱信稳益宝C,债券型,债券型-主动,,0.19,0.85,3.54,5.1,-0.33,455
014400.OF,中银民利一年持有C,债券型,债券型-主动,-0.63,-1.15,0.52,2.85,2.05,-0.52,455
015049.OF,招商添安1年定开,债券型,债券型-主动,0.17,0.33,0.42,1.15,1.6,-1.38,455
015248.OF,国泰海通60天滚动中短债A,债券型,债券型-主动,0.15,0.3,0.52,0.2,0.09,-7.55,455
015167.OF,申万菱信可转债C,债券型,债券型-主动,-0.65,-3.54,4.47,11.9,7.74,0.21,455
013146.OF,兴银汇泓一年定开,债券型,债券型-主动,0.16,0.29,0.38,1.44,1.84,-1.13,455
012742.OF,工银瑞富一年定开,债券型,债券型-主动,0.2,0.4,0.67,2.79,5.01,-0.48,455
012795.OF,易方达裕兴3个月定开,债券型,债券型-主动,0.14,0.32,0.49,0.82,1.48,-1.84,455
015207.OF,万家鑫瑞D,债券型,债券型-主动,0.12,0.28,0.4,0.43,0.24,-3.7,455
014672.OF,富国裕利C,债券型,债券型-主动,-0.17,-0.23,1.34,2.2,1.91,-0.3,455
014671.OF,富国裕利A,债券型,债券型-主动,-0.15,-0.19,1.42,2.2,1.89,-0.26,455
015019.OF,蜂巢丰颐A,债券型,债券型-主动,0.06,-0.11,1.28,1.33,0.75,-0.54,455
015020.OF,蜂巢丰颐C,债券型,债券型-主动,0.04,-0.14,1.22,1.33,0.76,-0.59,455
015023.OF,万家安恒纯债3个月持有C,债券型,债券型-主动,,,,0.0,0.0,0.0,453
015022.OF,万家安恒纯债3个月持有A,债券型,债券型-主动,0.13,0.3,0.42,1.63,3.16,-0.97,455
014802.OF,红土创新丰源中短债C,债券型,债券型-主动,0.08,0.12,1.56,3.77,6.44,-0.12,455
014801.OF,红土创新丰源中短债A,债券型,债券型-主动,0.11,0.15,0.19,3.62,6.4,-0.5,455
014230.OF,国泰瑞丰纯债,债券型,债券型-主动,-0.24,-0.11,0.13,0.94,1.38,-1.99,455
015045.OF,大成惠信一年定开,债券型,债券型-主动,0.2,0.41,0.68,1.25,1.66,-1.06,455
014714.OF,工银瑞兴一年定开纯债,债券型,债券型-主动,0.13,0.36,0.75,1.81,3.53,-0.69,455
013257.OF,南方通元6个月持有A,债券型,债券型-主动,-0.03,0.13,0.12,2.28,1.77,-0.83,455
013258.OF,南方通元6个月持有C,债券型,债券型-主动,-0.05,0.08,0.72,2.03,1.8,-0.63,455
014868.OF,大摩灵动优选C,债券型,债券型-主动,-0.22,0.1,2.87,4.56,3.46,0.19,455
014457.OF,招商稳恒中短债60天持有C,债券型,债券型-主动,0.15,0.25,0.42,0.19,0.05,-8.33,455
014456.OF,招商稳恒中短债60天持有A,债券型,债券型-主动,0.15,0.28,0.46,0.19,0.05,-7.96,455
014594.OF,汇添富稳福60天滚动中短债A,债券型,债券型-主动,0.13,0.23,0.33,0.15,0.08,-10.89,455
014596.OF,汇添富稳福60天滚动中短债E,债券型,债券型-主动,0.14,0.23,0.33,0.15,0.09,-10.88,455
014595.OF,汇添富稳福60天滚动中短债C,债券型,债券型-主动,0.13,0.21,0.3,0.15,0.09,-11.41,455
014209.OF,民生加银恒祥,债券型,债券型-主动,0.16,0.38,-1.93,2.09,3.14,-1.88,455
014098.OF,鹏扬利鑫60天滚动C,债券型,债券型-主动,0.13,0.25,0.43,0.18,0.11,-8.88,455
014097.OF,鹏扬利鑫60天滚动A,债券型,债券型-主动,0.14,0.27,0.46,0.18,0.1,-8.42,455
014398.OF,中银恒悦180天持有C,债券型,债券型-主动,-0.4,-0.6,0.27,1.16,0.93,-1.5,455
012424.OF,汇添富鑫弘定开A,债券型,债券型-主动,0.16,0.37,0.54,3.1,4.17,-0.47,455
014397.OF,中银恒悦180天持有A,债券型,债券型-主动,-0.39,-0.58,0.3,1.16,0.91,-1.46,455
013801.OF,财通安裕30天持有期中短债E,债券型,债券型-主动,0.16,0.27,0.41,0.26,0.14,-6.07,455
013800.OF,财通安裕30天持有期中短债C,债券型,债券型-主动,0.15,0.26,0.4,0.27,0.14,-6.03,455
012937.OF,大成惠业一年定开,债券型,债券型-主动,0.15,0.33,0.53,0.46,0.69,-3.17,455
013799.OF,财通安裕30天持有期中短债A,债券型,债券型-主动,0.17,0.29,0.44,0.27,0.14,-5.81,455
014250.OF,建信鑫怡90天滚动中短债A,债券型,债券型-主动,0.18,0.29,0.52,0.26,0.21,-5.74,455
014138.OF,中泰安睿C,债券型,债券型-主动,0.12,0.21,0.37,2.55,3.31,-0.64,455
014137.OF,中泰安睿A,债券型,债券型-主动,0.13,0.23,0.39,2.61,3.4,-0.62,455
014251.OF,建信鑫怡90天滚动中短债C,债券型,债券型-主动,0.17,0.28,0.49,0.25,0.22,-6.07,455
014887.OF,招商安福1年定开,债券型,债券型-主动,0.79,0.72,3.11,2.59,2.09,0.43,455
004451.OF,汇添富双鑫添利A,债券型,债券型-主动,-0.65,-0.77,0.45,3.17,2.49,-0.49,455
004452.OF,汇添富双鑫添利C,债券型,债券型-主动,-0.67,-0.81,0.38,3.17,2.52,-0.51,455
014116.OF,上银慧恒收益增强C,债券型,债券型-主动,-2.53,-5.65,1.83,7.73,5.92,-0.02,455
014717.OF,东兴兴源C,债券型,债券型-主动,-0.11,-0.03,0.43,0.87,0.7,-1.79,455
014716.OF,东兴兴源A,债券型,债券型-主动,-0.11,-0.03,0.43,0.88,0.69,-1.79,455
013975.OF,国投瑞银恒誉90天持有中短债C,债券型,债券型-主动,0.13,0.23,0.41,0.17,0.09,-9.54,455
014504.OF,鹏扬淳开D,债券型,债券型-主动,0.3,0.49,0.7,0.74,1.2,-1.76,455
013974.OF,国投瑞银恒誉90天持有中短债A,债券型,债券型-主动,0.14,0.25,0.44,0.17,0.07,-9.08,455
890011.OF,长江聚利A,债券型,债券型-主动,0.51,0.39,1.79,2.85,2.49,-0.07,455
014720.OF,长江聚利C,债券型,债券型-主动,0.49,0.35,1.72,2.85,2.5,-0.1,455
014476.OF,山证资管90天滚动持有A,债券型,债券型-主动,0.2,0.35,0.57,0.19,0.14,-7.53,455
014477.OF,山证资管90天滚动持有C,债券型,债券型-主动,0.19,0.33,0.53,0.18,0.14,-7.96,455
014712.OF,恒生前海恒裕A,债券型,债券型-主动,-0.05,,0.11,5.69,1.21,-0.33,455
014713.OF,恒生前海恒裕C,债券型,债券型-主动,-0.06,-0.01,0.1,5.54,1.18,-0.34,455
013628.OF,广发集悦A,债券型,债券型-主动,0.85,0.81,4.17,3.24,2.37,0.67,455
013629.OF,广发集悦C,债券型,债券型-主动,0.86,0.8,4.16,3.24,2.37,0.67,455
014775.OF,招商安本增利A,债券型,债券型-主动,0.16,0.04,4.43,5.45,4.7,0.45,455
014688.OF,招商招景纯债D,债券型,债券型-主动,0.13,0.23,0.37,2.63,3.57,-0.62,455
013728.OF,创金合信恒宁30天滚动持有A,债券型,债券型-主动,0.13,0.24,0.42,0.17,0.06,-9.13,455
013164.OF,东兴兴盈三个月定开A,债券型,债券型-主动,0.17,0.4,0.54,5.45,5.07,-0.27,157
013729.OF,创金合信恒宁30天滚动持有C,债券型,债券型-主动,0.12,0.22,0.38,0.17,0.07,-9.52,455
013165.OF,东兴兴盈三个月定开C,债券型,债券型-主动,0.16,0.38,0.52,5.44,5.07,-0.27,157
014537.OF,中银中国精选C,稳定型,债券型-主动,-1.13,-2.99,2.58,12.43,10.6,0.05,455
014670.OF,银华安盈短债D,债券型,债券型-主动,0.13,0.23,0.38,0.24,0.1,-6.79,455
014644.OF,浦银安盛盛瑞纯债C,债券型,债券型-主动,0.18,0.31,0.48,2.13,3.21,-0.71,455
014088.OF,永赢稳健增强A,债券型,债券型-主动,-0.03,-0.27,1.43,4.41,3.96,-0.13,455
014643.OF,浦银安盛盛瑞纯债A,债券型,债券型-主动,0.2,0.35,0.55,2.0,2.95,-0.72,455
014089.OF,永赢稳健增强C,债券型,债券型-主动,-0.05,-0.31,1.36,4.42,3.99,-0.15,455
014517.OF,华夏30天滚动A,债券型,债券型-主动,0.14,0.24,0.35,0.14,0.04,-12.09,455
014446.OF,鹏华稳瑞中短债A,债券型,债券型-主动,0.14,0.3,0.5,0.19,0.13,-7.71,455
014518.OF,华夏30天滚动C,债券型,债券型-主动,0.13,0.22,0.31,0.13,0.05,-13.28,455
009518.OF,人保福欣3个月定开C,债券型,债券型-主动,0.15,0.34,0.42,0.94,0.65,-1.68,455
007383.OF,国融稳益A,债券型,债券型-主动,0.14,0.27,0.4,0.35,0.29,-4.57,455
007384.OF,国融稳益C,债券型,债券型-主动,0.12,0.24,0.35,0.35,0.33,-4.67,455
013744.OF,泰信汇利三个月定开C,债券型,债券型-主动,0.17,0.19,0.56,2.14,0.8,-0.67,127
014383.OF,申万菱信集利三个月定开,债券型,债券型-主动,0.06,0.33,0.51,1.41,3.17,-1.06,455
013159.OF,国泰瑞鑫一年定开,债券型,债券型-主动,0.44,0.47,0.57,3.38,2.92,-0.42,109
009517.OF,人保福欣3个月定开A,债券型,债券型-主动,0.17,0.36,0.45,0.94,0.63,-1.65,455
014638.OF,银华安鑫短债D,债券型,债券型-主动,0.1,0.18,0.33,0.7,0.92,-2.38,455
013743.OF,泰信汇利三个月定开A,债券型,债券型-主动,0.17,0.21,0.6,2.15,0.79,-0.65,127
012789.OF,汇添富双享回报A,债券型,债券型-主动,-0.41,-0.99,0.75,4.13,3.01,-0.3,455
013699.OF,永赢安盈90天滚动A,债券型,债券型-主动,0.14,0.25,0.44,0.17,0.1,-9.15,455
013857.OF,信澳优享A,债券型,债券型-主动,0.12,0.25,0.35,2.64,3.57,-0.62,455
013982.OF,嘉合磐立一年定开纯债,债券型,债券型-主动,0.17,0.55,0.65,2.55,1.82,-0.53,112
013858.OF,信澳优享C,债券型,债券型-主动,0.1,0.21,0.3,2.5,3.45,-0.68,455
013700.OF,永赢安盈90天滚动C,债券型,债券型-主动,0.13,0.23,0.4,0.17,0.1,-9.56,455
012790.OF,汇添富双享回报C,债券型,债券型-主动,-0.42,-1.03,0.68,4.13,3.03,-0.32,455
014435.OF,中航瑞夏一年定开A,债券型,债券型-主动,0.51,0.41,0.85,2.65,2.07,-0.43,122
014012.OF,蜂巢丰吉纯债A,债券型,债券型-主动,0.11,0.28,0.45,0.74,0.7,-2.1,455
014231.OF,国寿安保安锦纯债一年定开,债券型,债券型-主动,0.91,0.84,-0.49,3.54,2.32,-0.7,117
014013.OF,蜂巢丰吉纯债C,债券型,债券型-主动,0.11,0.27,0.43,0.73,0.71,-2.14,455
013669.OF,永赢慧盈一年持有C,债券型,债券型-主动,,0.35,1.9,1.14,1.02,-0.09,440
