ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
026135.OF,泰康裕泽A,泰康基金,招商银行,债券型,20251226,,,20251201,,4.1918,0.6,0.15,,1.0,0.0001,,中债新综合全价(总值)指数收益率*80%+沪深300指数收益率*10%+中证港股通综合指数(人民币)收益率*5%+金融机构人民币活期存款利率(税后)*5%,L,债券型,契约型开放式,,,,O
026273.OF,平安数字经济精选A,平安基金,渤海银行,混合型,20251226,,,20251223,,0.1026,1.2,0.2,,1.0,0.0001,,中证数字经济主题指数收益率*75%+中债综合全价指数收益率*15%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20260107,20260107,O
025257.OF,汇添富多元配置三个月持有A,汇添富基金,中信证券,混合型,20251226,,,20251208,,0.236,0.6,0.2,,1.0,0.0001,,中债综合指数收益率*80%+中证800指数收益率*5%+中证港股通综合指数收益率*5%+上海黄金交易所AU99.99现货实盘合约收益率*5%+中证商品期货成份指数收益率*5%,L,混合型,契约型开放式,,20260112,,O
026151.OF,农银创业板指数A,农银汇理基金,兴业银行,股票型,20251226,,,20251124,,6.7198,0.15,0.05,,1.0,0.001,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
026188.OF,中邮周期精选C,中邮基金,招商银行,混合型,20251226,,,20251215,,0.0292,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中债新综合全价(总值)指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20260112,20260112,O
026274.OF,平安数字经济精选C,平安基金,渤海银行,混合型,20251226,,,20251223,,0.0016,1.2,0.2,,1.0,0.0001,,中证数字经济主题指数收益率*75%+中债综合全价指数收益率*15%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20260107,20260107,O
026152.OF,农银创业板指数C,农银汇理基金,兴业银行,股票型,20251226,,,20251124,,0.9926,0.15,0.05,,1.0,0.001,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
025258.OF,汇添富多元配置三个月持有C,汇添富基金,中信证券,混合型,20251226,,,20251208,,1.9635,0.6,0.2,,1.0,0.0001,,中债综合指数收益率*80%+中证800指数收益率*5%+中证港股通综合指数收益率*5%+上海黄金交易所AU99.99现货实盘合约收益率*5%+中证商品期货成份指数收益率*5%,L,混合型,契约型开放式,,20260112,,O
025368.OF,东财启和A,东财基金,苏州银行,混合型,20251226,,,20251211,,0.2052,0.8,0.1,,1.0,0.0001,,中债综合财富(总值)指数收益率*80%+中证全指指数收益率*15%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,,,O
025921.OF,易方达如意盈享6个月持有A,易方达基金,招商银行,混合型,20251226,,,20251209,,1.1979,0.6,0.15,,1.0,0.0001,,中证债券型基金指数收益率*85%+沪深300指数收益率*6%+活期存款利率(税后)*5%+中证港股通综合指数收益率*2%+上海黄金交易所AU99.99现货实盘合约收益率*2%,L,混合型,契约型开放式,,,20260618,O
025922.OF,易方达如意盈享6个月持有C,易方达基金,招商银行,混合型,20251226,,,20251209,,1.1855,0.6,0.15,,1.0,0.0001,,中证债券型基金指数收益率*85%+沪深300指数收益率*6%+活期存款利率(税后)*5%+中证港股通综合指数收益率*2%+上海黄金交易所AU99.99现货实盘合约收益率*2%,L,混合型,契约型开放式,,,20260618,O
025369.OF,东财启和C,东财基金,苏州银行,混合型,20251226,,,20251211,,2.388,0.8,0.1,,1.0,0.0001,,中债综合财富(总值)指数收益率*80%+中证全指指数收益率*15%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,,,O
025841.OF,国泰海通创业板综指增强A,国泰海通资管,中国工商银行,股票型,20251226,,,20251204,,4.3547,0.8,0.15,,1.0,0.0001,,创业板综合指数收益率*95%+同期银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
026018.OF,平安发现价值A,平安基金,中国工商银行,混合型,20251226,,,20251204,,4.0295,1.0,0.2,,1.0,0.0001,,中证全债指数收益率*55%+中证800指数收益率*40%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,,,O
025842.OF,国泰海通创业板综指增强C,国泰海通资管,中国工商银行,股票型,20251226,,,20251204,,0.8651,0.8,0.15,,1.0,0.0001,,创业板综合指数收益率*95%+同期银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
026332.OF,广发盛世精选A,广发基金,交通银行,混合型,20251226,,,20251226,,,1.2,0.2,,1.0,,,沪深300指数收益率*65%+中证港股通综合指数收益率(使用估值汇率折算)*15%+中债-综合全价(总值)指数收益率*10%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20251229,20251229,O
026187.OF,中邮周期精选A,中邮基金,招商银行,混合型,20251226,,,20251215,,0.1294,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中债新综合全价(总值)指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20260112,20260112,O
026333.OF,广发盛世精选C,广发基金,交通银行,混合型,20251226,,,20251226,,,1.2,0.2,,1.0,,,沪深300指数收益率*65%+中证港股通综合指数收益率(使用估值汇率折算)*15%+中债-综合全价(总值)指数收益率*10%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20251229,20251229,O
026019.OF,平安发现价值C,平安基金,中国工商银行,混合型,20251226,,,20251204,,0.3287,1.0,0.2,,1.0,0.0001,,中证全债指数收益率*55%+中证800指数收益率*40%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,,,O
026136.OF,泰康裕泽C,泰康基金,招商银行,债券型,20251226,,,20251201,,0.0002,0.6,0.15,,1.0,0.0001,,中债新综合全价(总值)指数收益率*80%+沪深300指数收益率*10%+中证港股通综合指数(人民币)收益率*5%+金融机构人民币活期存款利率(税后)*5%,L,债券型,契约型开放式,,,,O
025960.OF,国投瑞银创业板综合指数增强A,国投瑞银基金,中国工商银行,股票型,20251225,,,20251201,,5.0788,0.8,0.1,,1.0,0.0001,,创业板综合指数收益率*95%+商业银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20260112,20260112,O
025961.OF,国投瑞银创业板综合指数增强C,国投瑞银基金,中国工商银行,股票型,20251225,,,20251201,,2.34,0.8,0.1,,1.0,0.0001,,创业板综合指数收益率*95%+商业银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20260112,20260112,O
024590.OF,中欧港股通机遇A,中欧基金,招商银行,混合型,20251225,,,20251127,,1.0305,1.2,0.2,,1.0,0.0001,,中证港股通综合指数(人民币)收益率*80%+人民币活期存款利率(税后)*20%,L,混合型,契约型开放式,,20260112,20260112,O
026081.OF,财通资管优质研选A,财通证券资管,交通银行,混合型,20251225,,,20251203,,0.1058,0.6,0.15,,1.0,0.0001,,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合(全价)指数收益率*15%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
024591.OF,中欧港股通机遇C,中欧基金,招商银行,混合型,20251225,,,20251127,,0.2766,1.2,0.2,,1.0,0.0001,,中证港股通综合指数(人民币)收益率*80%+人民币活期存款利率(税后)*20%,L,混合型,契约型开放式,,20260112,20260112,O
026082.OF,财通资管优质研选C,财通证券资管,交通银行,混合型,20251225,,,20251203,,0.0466,0.6,0.15,,1.0,0.0001,,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合(全价)指数收益率*15%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
026420.OF,大摩多因子策略C,摩根士丹利基金,中国建设银行,混合型,20251225,,,,,,1.2,0.2,,1.0,,,中证500指数*80%+中证综合债券指数*20%,L,混合型,契约型开放式,,20251225,20251225,O
025834.OF,博时集益多元配置3个月持有A,博时基金,中国农业银行,混合型,20251225,,,20251210,,4.9101,0.8,0.2,,1.0,0.0001,,中证A500指数收益率*40%+中债新综合全价(总值)指数收益率*30%+MSCI发达市场指数收益率*15%+中证商品期货价格指数收益率*10%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20260105,20260325,O
026435.OF,金信民旺E,金信基金,招商银行,债券型,20251225,,,,,,0.6,0.15,,1.0,,,中国债券总指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20251225,20251225,O
025837.OF,博时集益多元配置3个月持有C,博时基金,中国农业银行,混合型,20251225,,,20251210,,1.6271,0.8,0.2,,1.0,0.0001,,中证A500指数收益率*40%+中债新综合全价(总值)指数收益率*30%+MSCI发达市场指数收益率*15%+中证商品期货价格指数收益率*10%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20260105,20260325,O
026421.OF,大摩ESG量化先行C,摩根士丹利基金,中国建设银行,混合型,20251225,,,,,,1.2,0.2,,1.0,,,中证中财沪深100ESG领先指数收益率*80%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20251225,20251225,O
026167.OF,国泰港股通精选A,国泰基金,招商银行,混合型,20251225,,,20251222,,0.0953,1.2,0.2,,1.0,0.0001,,中证港股通综合指数收益率(经估值汇率调整)*75%+中债-新综合全价(1-3年)指数收益率*20%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20260115,20260115,O
026168.OF,国泰港股通精选C,国泰基金,招商银行,混合型,20251225,,,20251222,,0.0722,1.2,0.2,,1.0,0.0001,,中证港股通综合指数收益率(经估值汇率调整)*75%+中债-新综合全价(1-3年)指数收益率*20%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20260115,20260115,O
026023.OF,汇泉安悦90天持有A,汇泉基金,中国农业银行,债券型,20251225,,,20251209,,1.2473,0.2,0.05,,1.0,0.0001,,中债综合全价(总值)指数收益率*80%+同期银行活期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
026373.OF,鹏华中债0-3年政策性金融债I,鹏华基金,平安银行,债券型,20251225,,,,,,0.15,0.05,,1.0,,,中债-0-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20251225,20251226,O
026024.OF,汇泉安悦90天持有C,汇泉基金,中国农业银行,债券型,20251225,,,20251209,,1.3454,0.2,0.05,,1.0,0.0001,,中债综合全价(总值)指数收益率*80%+同期银行活期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
026414.OF,国富强化收益D,国海富兰克林基金,中国银行,债券型,20251225,,,,,,0.6,0.2,,1.0,,,中债总指数(全价),L,强化收益型,契约型开放式,,20251225,20251225,O
025489.OF,中邮北证50成份指数增强C,中邮基金,苏州银行,股票型,20251225,,,20251124,,0.6454,0.8,0.1,,1.0,0.0001,,北证50成份指数收益率*90%+银行活期存款利率(税后)*10%,L,增强指数型,契约型开放式,,,,O
025488.OF,中邮北证50成份指数增强A,中邮基金,苏州银行,股票型,20251225,,,20251124,,0.2251,0.8,0.1,,1.0,0.0001,,北证50成份指数收益率*90%+银行活期存款利率(税后)*10%,L,增强指数型,契约型开放式,,,,O
026253.OF,国泰产业升级A,国泰基金,中国工商银行,混合型,20251225,,,20251210,,0.5363,0.6,0.1,,1.0,0.0001,,中证800指数收益率*75%+中债新综合全价(总值)指数收益率*15%+中证港股通综合指数收益率(经估值汇率调整)*5%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
026323.OF,广发消费智选A,广发基金,广发银行,混合型,20251225,,,20251225,,,1.2,0.2,,1.0,,,申银万国消费品指数收益率*70%+恒生消费指数收益率(使用估值汇率折算)*10%+中债-综合全价(总值)指数收益率*10%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20251229,20251229,O
026254.OF,国泰产业升级C,国泰基金,中国工商银行,混合型,20251225,,,20251210,,0.7381,0.6,0.1,,1.0,0.0001,,中证800指数收益率*75%+中债新综合全价(总值)指数收益率*15%+中证港股通综合指数收益率(经估值汇率调整)*5%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
026324.OF,广发消费智选C,广发基金,广发银行,混合型,20251225,,,,,,1.2,0.2,,1.0,,,申银万国消费品指数收益率*70%+恒生消费指数收益率(使用估值汇率折算)*10%+中债-综合全价(总值)指数收益率*10%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20251229,20251229,O
026327.OF,广发乾元价值增长A,广发基金,交通银行,混合型,20251225,,,20251225,,,1.2,0.18,,1.0,,,沪深300指数收益率*70%+中证港股通综合指数收益率(使用估值汇率折算)*10%+中债-综合全价(总值)指数收益率*10%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20251229,20251229,O
026328.OF,广发乾元价值增长C,广发基金,交通银行,混合型,20251225,,,,,,1.2,0.18,,1.0,,,沪深300指数收益率*70%+中证港股通综合指数收益率(使用估值汇率折算)*10%+中债-综合全价(总值)指数收益率*10%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20251229,20251229,O
026042.OF,天弘普利90天持有C,天弘基金,浦发银行,债券型,20251225,,,20251208,,3.3671,0.6,0.1,,1.0,0.0,,中债综合全价指数收益率*89%+沪深300指数收益率*10%+中证港股通综合指数(人民币)收益率*1%,L,债券型,契约型开放式,,,,O
026041.OF,天弘普利90天持有A,天弘基金,浦发银行,债券型,20251225,,,20251208,,1.0765,0.6,0.1,,1.0,0.0,,中债综合全价指数收益率*89%+沪深300指数收益率*10%+中证港股通综合指数(人民币)收益率*1%,L,债券型,契约型开放式,,,,O
026316.OF,广发弘利3个月滚动持有A,广发基金,中国工商银行,债券型,20251224,,,20251224,,,0.3,0.05,,1.0,,,中债-综合全价(总值)指数收益率*85%+银行活期存款利率(税后)*15%,L,债券型,契约型开放式,,20251225,20251225,O
025728.OF,南方上证科创板50成份ETF联接C,南方基金,中国工商银行,股票型,20251224,,,20251202,,0.4546,0.15,0.05,,1.0,0.0001,,上证科创板50成份指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260107,20260107,O
026056.OF,东方红汇裕C,东方红资产管理,中国工商银行,债券型,20251224,,,20251202,,1.7354,0.6,0.15,,1.0,0.001,,中债新综合财富指数收益率*80%+中证800指数收益率*12%+银行活期存款利率(税后)*5%+恒生指数收益率(经汇率估值调整)*3%,L,债券型,契约型开放式,,,,O
025727.OF,南方上证科创板50成份ETF联接A,南方基金,中国工商银行,股票型,20251224,,,20251202,,3.9969,0.15,0.05,,1.0,0.0001,,上证科创板50成份指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20260107,20260107,O
026055.OF,东方红汇裕A,东方红资产管理,中国工商银行,债券型,20251224,,,20251202,,1.5253,0.6,0.15,,1.0,0.001,,中债新综合财富指数收益率*80%+中证800指数收益率*12%+银行活期存款利率(税后)*5%+恒生指数收益率(经汇率估值调整)*3%,L,债券型,契约型开放式,,,,O
025998.OF,永赢汇欣C,永赢基金,中国银行,混合型,20251224,,,20251208,,3.0034,0.8,0.15,,1.0,0.0001,,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*10%+中证可转换债券指数收益率*5%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
026162.OF,招商安琪C,招商基金,中国工商银行,债券型,20251224,,,20251205,,6.8257,0.5,0.1,,1.0,0.0001,,中债综合(全价)指数收益率*89%+中证红利质量指数收益率*10%+中证港股通高股息投资指数收益率(经估值汇率调整后)*1%,L,债券型,契约型开放式,,,,O
025997.OF,永赢汇欣A,永赢基金,中国银行,混合型,20251224,,,20251208,,1.7235,0.8,0.15,,1.0,0.0001,,中债综合全价(总值)指数收益率*80%+沪深300指数收益率*10%+中证可转换债券指数收益率*5%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,,,O
