ts_code,name,invest_type,category
026263.OF,平安港股通均衡配置A,混合型,混合型-偏股
026199.OF,大摩港股通多元成长A,混合型,混合型-偏股
026264.OF,平安港股通均衡配置C,混合型,混合型-偏股
025202.OF,中欧港股通大盘精选A,混合型,混合型-偏股
026200.OF,大摩港股通多元成长C,混合型,混合型-偏股
025203.OF,中欧港股通大盘精选C,混合型,混合型-偏股
026382.OF,中航洞见领航A,混合型,混合型-偏股
026383.OF,中航洞见领航C,混合型,混合型-偏股
026496.OF,东方红消费研选C,混合型,混合型-偏股
026495.OF,东方红消费研选A,混合型,混合型-偏股
026512.OF,睿远研选均衡三年持有,混合型,混合型-偏股
025548.OF,鑫元鑫选多元稳进配置3个月持有A,混合型,混合型-偏股
025549.OF,鑫元鑫选多元稳进配置3个月持有C,混合型,混合型-偏股
026116.OF,广发悦盈稳健三个月持有C,混合型,混合型-偏股
026115.OF,广发悦盈稳健三个月持有A,混合型,混合型-偏股
025025.OF,万家启泰稳健三个月持有A,混合型,混合型-偏股
025052.OF,万家启泰稳健三个月持有E,混合型,混合型-偏股
025026.OF,万家启泰稳健三个月持有C,混合型,混合型-偏股
026531.OF,富国鑫年C,混合型,混合型-偏股
026468.OF,山证资管数字经济锐选A,股票型,主动股票型
026545.OF,中银养老目标日期2050五年持有Y,混合型,混合型-偏股
026469.OF,山证资管数字经济锐选C,股票型,主动股票型
026174.OF,路博迈港股通科技C,股票型,主动股票型
026237.OF,广发平衡精选D,混合型,混合型-偏股
026235.OF,广发平衡精选A,混合型,混合型-偏股
026238.OF,广发平衡精选E,混合型,混合型-偏股
026236.OF,广发平衡精选C,混合型,混合型-偏股
026272.OF,上银消费机遇C,混合型,混合型-偏股
026271.OF,上银消费机遇A,混合型,混合型-偏股
026283.OF,东方红先锋锐选C,混合型,混合型-偏股
026282.OF,东方红先锋锐选A,混合型,混合型-偏股
026070.OF,安信港股通臻选A,混合型,混合型-偏股
026071.OF,安信港股通臻选C,混合型,混合型-偏股
024826.OF,东兴低碳经济A,混合型,混合型-偏股
024827.OF,东兴低碳经济C,混合型,混合型-偏股
026251.OF,易方达消费机遇A,混合型,混合型-偏股
026252.OF,易方达消费机遇C,混合型,混合型-偏股
026173.OF,路博迈港股通科技A,股票型,主动股票型
026285.OF,东方红嘉享C,混合型,混合型-偏股
026284.OF,东方红嘉享A,混合型,混合型-偏股
025325.OF,富达任远保守养老目标一年持有,混合型,混合型-偏股
026472.OF,益民创新优势C,混合型,混合型-偏股
025987.OF,东海领航精选3个月持有D,混合型,混合型-偏股
025986.OF,东海领航精选3个月持有C,混合型,混合型-偏股
025816.OF,中加智选添元三个月持有A,混合型,混合型-偏股
025985.OF,东海领航精选3个月持有A,混合型,混合型-偏股
025817.OF,中加智选添元三个月持有C,混合型,混合型-偏股
026273.OF,平安数字经济精选A,混合型,混合型-偏股
025257.OF,汇添富多元配置三个月持有A,混合型,混合型-偏股
026188.OF,中邮周期精选C,混合型,混合型-偏股
026274.OF,平安数字经济精选C,混合型,混合型-偏股
025258.OF,汇添富多元配置三个月持有C,混合型,混合型-偏股
025368.OF,东财启和A,混合型,混合型-偏股
025921.OF,易方达如意盈享6个月持有A,混合型,混合型-偏股
025922.OF,易方达如意盈享6个月持有C,混合型,混合型-偏股
025369.OF,东财启和C,混合型,混合型-偏股
026018.OF,平安发现价值A,混合型,混合型-偏股
026332.OF,广发盛世精选A,混合型,混合型-偏股
026187.OF,中邮周期精选A,混合型,混合型-偏股
026333.OF,广发盛世精选C,混合型,混合型-偏股
026019.OF,平安发现价值C,混合型,混合型-偏股
024590.OF,中欧港股通机遇A,混合型,混合型-偏股
026081.OF,财通资管优质研选A,混合型,混合型-偏股
024591.OF,中欧港股通机遇C,混合型,混合型-偏股
026082.OF,财通资管优质研选C,混合型,混合型-偏股
026420.OF,大摩多因子策略C,混合型,混合型-偏股
025834.OF,博时集益多元配置3个月持有A,混合型,混合型-偏股
025837.OF,博时集益多元配置3个月持有C,混合型,混合型-偏股
026421.OF,大摩ESG量化先行C,混合型,混合型-偏股
026167.OF,国泰港股通精选A,混合型,混合型-偏股
026168.OF,国泰港股通精选C,混合型,混合型-偏股
026253.OF,国泰产业升级A,混合型,混合型-偏股
026323.OF,广发消费智选A,混合型,混合型-偏股
026254.OF,国泰产业升级C,混合型,混合型-偏股
026324.OF,广发消费智选C,混合型,混合型-偏股
026327.OF,广发乾元价值增长A,混合型,混合型-偏股
026328.OF,广发乾元价值增长C,混合型,混合型-偏股
025998.OF,永赢汇欣C,混合型,混合型-偏股
025997.OF,永赢汇欣A,混合型,混合型-偏股
025797.OF,国泰多资产稳健甄选3个月持有C,混合型,混合型-偏股
025796.OF,国泰多资产稳健甄选3个月持有A,混合型,混合型-偏股
025752.OF,招商均衡配置A,混合型,混合型-偏股
026140.OF,财信芙璟A,混合型,混合型-偏股
025753.OF,招商均衡配置C,混合型,混合型-偏股
026141.OF,财信芙璟C,混合型,混合型-偏股
025716.OF,安联睿利6个月持有C,混合型,混合型-偏股
025788.OF,广发质量优选A,股票型,主动股票型
026069.OF,新华低碳经济C,混合型,混合型-偏股
025789.OF,广发质量优选C,股票型,主动股票型
023186.OF,国联安红利慧选A,混合型,混合型-偏股
025715.OF,安联睿利6个月持有A,混合型,混合型-偏股
026068.OF,新华低碳经济A,混合型,混合型-偏股
026112.OF,建信智远多元配置3个月持有C,混合型,混合型-偏股
025950.OF,鹏华易选稳健3个月持有A,混合型,混合型-偏股
025951.OF,鹏华易选稳健3个月持有C,混合型,混合型-偏股
022672.OF,平安产业竞争力C,混合型,混合型-偏股
026111.OF,建信智远多元配置3个月持有A,混合型,混合型-偏股
022673.OF,平安产业竞争力A,混合型,混合型-偏股
023187.OF,国联安红利慧选C,混合型,混合型-偏股
024057.OF,宏利鼎森稳健3个月持有A,混合型,混合型-偏股
024058.OF,宏利鼎森稳健3个月持有C,混合型,混合型-偏股
026014.OF,广发新锐智选C,混合型,混合型-偏股
026038.OF,大成优享6个月持有C,混合型,混合型-偏股
026037.OF,大成优享6个月持有A,混合型,混合型-偏股
026099.OF,平安盈安3个月持有A,混合型,混合型-偏股
026100.OF,平安盈安3个月持有C,混合型,混合型-偏股
026219.OF,泰康金泰回报3个月持有C,混合型,混合型-偏股
026202.OF,上银丰泽A,混合型,混合型-偏股
026203.OF,上银丰泽C,混合型,混合型-偏股
025036.OF,国联多元配置3个月持有A,混合型,混合型-偏股
026003.OF,鹏安核心优选A,混合型,混合型-偏股
025957.OF,新华科技优选C,混合型,混合型-偏股
025255.OF,鹏扬港股通精选A,混合型,混合型-偏股
025439.OF,永赢启航慧选A,混合型,混合型-偏股
025956.OF,新华科技优选A,混合型,混合型-偏股
025995.OF,大成荣享A,混合型,混合型-偏股
025440.OF,永赢启航慧选C,混合型,混合型-偏股
025996.OF,大成荣享C,混合型,混合型-偏股
025256.OF,鹏扬港股通精选C,混合型,混合型-偏股
026090.OF,上银医疗创新C,混合型,混合型-偏股
025994.OF,银华盛安六个月持有C,混合型,混合型-偏股
026089.OF,上银医疗创新A,混合型,混合型-偏股
025993.OF,银华盛安六个月持有A,混合型,混合型-偏股
025659.OF,国金科创创业量化选股C,股票型,主动股票型
025310.OF,国泰海通招阳,混合型,混合型-偏股
025037.OF,国联多元配置3个月持有C,混合型,混合型-偏股
025658.OF,国金科创创业量化选股A,股票型,主动股票型
025581.OF,财通消费优选C,混合型,混合型-偏股
025580.OF,财通消费优选A,混合型,混合型-偏股
026004.OF,鹏安核心优选C,混合型,混合型-偏股
026210.OF,平安科技精选A,混合型,混合型-偏股
026211.OF,平安科技精选C,混合型,混合型-偏股
025853.OF,富国港股精选美元,混合型,混合型-偏股
025852.OF,富国港股精选,混合型,混合型-偏股
026290.OF,红土创新科技创新C,股票型,主动股票型
026293.OF,红土创新转型精选C,灵活配置型,混合型-平衡
025859.OF,民生加银多元稳健配置3个月持有C,混合型,混合型-偏股
026101.OF,前海开源康悦稳健养老一年持有Y,混合型,混合型-偏股
026157.OF,鑫元鑫选盈泰进取配置3个月持有C,混合型,混合型-偏股
026156.OF,鑫元鑫选盈泰进取配置3个月持有A,混合型,混合型-偏股
025858.OF,民生加银多元稳健配置3个月持有A,混合型,混合型-偏股
025914.OF,平安盈顺3个月持有C,混合型,混合型-偏股
025913.OF,平安盈顺3个月持有A,混合型,混合型-偏股
025702.OF,惠升均衡回报A,混合型,混合型-偏股
025703.OF,惠升均衡回报C,混合型,混合型-偏股
025265.OF,华商汇享多元配置3个月持有C,混合型,混合型-偏股
025264.OF,华商汇享多元配置3个月持有A,混合型,混合型-偏股
025964.OF,广发创新成长A,混合型,混合型-偏股
025965.OF,广发创新成长C,混合型,混合型-偏股
025828.OF,中欧多元平衡A,混合型,混合型-偏股
025829.OF,中欧多元平衡C,混合型,混合型-偏股
026078.OF,中航卓越领航A,混合型,混合型-偏股
026079.OF,中航卓越领航C,混合型,混合型-偏股
026105.OF,万家如意添瑞三个月持有A,混合型,混合型-偏股
026106.OF,万家如意添瑞三个月持有C,混合型,混合型-偏股
025927.OF,中信保诚医药精选C,混合型,混合型-偏股
025926.OF,中信保诚医药精选A,混合型,混合型-偏股
025813.OF,富国智恒稳健90天持有C,混合型,混合型-偏股
026245.OF,红土创新新兴产业C,灵活配置型,混合型-平衡
025812.OF,富国智恒稳健90天持有A,混合型,混合型-偏股
025674.OF,鑫元港股通领航A,混合型,混合型-偏股
025673.OF,鑫元港股通领航C,混合型,混合型-偏股
025184.OF,中银品质新兴A,混合型,混合型-偏股
025969.OF,建信科技智选C,股票型,主动股票型
025968.OF,建信科技智选A,股票型,主动股票型
025083.OF,摩根慧启成长C,混合型,混合型-偏股
025943.OF,财通泰和多资产一年持有,混合型,混合型-偏股
026228.OF,富国全球科技互联网D,股票型,主动股票型
025082.OF,摩根慧启成长A,混合型,混合型-偏股
025871.OF,圆信永丰沪港深消费精选C,混合型,混合型-偏股
025904.OF,兴证资管恒睿致胜A,混合型,混合型-偏股
025185.OF,中银品质新兴C,混合型,混合型-偏股
025905.OF,兴证资管恒睿致胜C,混合型,混合型-偏股
025870.OF,圆信永丰沪港深消费精选A,混合型,混合型-偏股
025898.OF,景顺长城和熙稳进三个月持有A,混合型,混合型-偏股
025899.OF,景顺长城和熙稳进三个月持有C,混合型,混合型-偏股
025223.OF,创金合信弘科C,混合型,混合型-偏股
025222.OF,创金合信弘科A,混合型,混合型-偏股
019655.OF,农银鑫享稳健养老目标一年持有Y,混合型,混合型-偏股
026139.OF,汇安均衡优选C,混合型,混合型-偏股
026227.OF,恒越优势精选C,混合型,混合型-偏股
025847.OF,中海港股通睿选C,混合型,混合型-偏股
025838.OF,中海港股通睿选A,混合型,混合型-偏股
025393.OF,建信红利严选C,混合型,混合型-偏股
025392.OF,建信红利严选A,混合型,混合型-偏股
025573.OF,光大阳光A,混合型,混合型-偏股
025574.OF,光大阳光C,混合型,混合型-偏股
025575.OF,光大阳光D,混合型,混合型-偏股
025584.OF,光大阳光智造A,混合型,混合型-偏股
025566.OF,光大阳光价值30个月持有D,混合型,混合型-偏股
025559.OF,光大阳光启明星创新驱动主题C,混合型,混合型-偏股
025567.OF,光大阳光价值30个月持有E,混合型,混合型-偏股
025585.OF,光大阳光智造C,混合型,混合型-偏股
025560.OF,光大阳光启明星创新驱动主题D,混合型,混合型-偏股
025586.OF,光大阳光智造D,混合型,混合型-偏股
025569.OF,光大阳光稳健增长C,混合型,混合型-偏股
025568.OF,光大阳光稳健增长A,混合型,混合型-偏股
024659.OF,国联价值均衡C,混合型,混合型-偏股
024658.OF,国联价值均衡A,混合型,混合型-偏股
025533.OF,光大阳光优选一年持有A,混合型,混合型-偏股
025534.OF,光大阳光优选一年持有C,混合型,混合型-偏股
025558.OF,光大阳光启明星创新驱动主题A,混合型,混合型-偏股
025535.OF,光大阳光优选一年持有D,混合型,混合型-偏股
025536.OF,光大阳光优选一年持有E,混合型,混合型-偏股
025845.OF,华安消费智选A,混合型,混合型-偏股
025540.OF,光大阳光优选一年持有F,混合型,混合型-偏股
025846.OF,华安消费智选C,混合型,混合型-偏股
025565.OF,光大阳光价值30个月持有A,混合型,混合型-偏股
024819.OF,中欧医药生物C,混合型,混合型-偏股
024818.OF,中欧医药生物A,混合型,混合型-偏股
025839.OF,恒生前海成长领航A,混合型,混合型-偏股
025587.OF,光大阳光香港精选A,混合型,混合型-偏股
025840.OF,恒生前海成长领航C,混合型,混合型-偏股
025589.OF,光大阳光香港精选C,混合型,混合型-偏股
025588.OF,光大阳光香港精选美元A,混合型,混合型-偏股
025694.OF,中银港股通消费精选A,混合型,混合型-偏股
025695.OF,中银港股通消费精选C,混合型,混合型-偏股
025736.OF,华西科技成长,股票型,主动股票型
026201.OF,诺安利鑫D,灵活配置型,混合型-平衡
025684.OF,易方达优势进取A,混合型,混合型-偏股
025685.OF,易方达优势进取C,混合型,混合型-偏股
025820.OF,银华多策略稳健三个月持有A,混合型,混合型-偏股
025821.OF,银华多策略稳健三个月持有C,混合型,混合型-偏股
025940.OF,浦银安盛港股通消费A,混合型,混合型-偏股
025941.OF,浦银安盛港股通消费C,混合型,混合型-偏股
025903.OF,天弘盈悦稳健配置6个月持有C,混合型,混合型-偏股
025808.OF,浦银安盛盈鑫多元配置90天持有A,混合型,混合型-偏股
025809.OF,浦银安盛盈鑫多元配置90天持有C,混合型,混合型-偏股
025245.OF,国泰全景多资产配置3个月持有C,混合型,混合型-偏股
025244.OF,国泰全景多资产配置3个月持有A,混合型,混合型-偏股
025902.OF,天弘盈悦稳健配置6个月持有A,混合型,混合型-偏股
026126.OF,山证资管改革精选C,灵活配置型,混合型-平衡
026137.OF,山证资管策略精选C,灵活配置型,混合型-平衡
025934.OF,中欧价值裕享C,混合型,混合型-偏股
025933.OF,中欧价值裕享A,混合型,混合型-偏股
025909.OF,东方红欣恒稳健3个月持有A,混合型,混合型-偏股
026153.OF,国泰海通君得明C,混合型,混合型-偏股
025910.OF,东方红欣恒稳健3个月持有C,混合型,混合型-偏股
026155.OF,红土创新新科技C,股票型,主动股票型
026154.OF,红土创新医疗保健C,股票型,主动股票型
025794.OF,中欧新能源主题A,混合型,混合型-偏股
025795.OF,中欧新能源主题C,混合型,混合型-偏股
025668.OF,申万菱信宁通六个月持有,混合型,混合型-偏股
025667.OF,银华鑫禾C,混合型,混合型-偏股
025666.OF,银华鑫禾A,混合型,混合型-偏股
025391.OF,平安港股通成长精选C,混合型,混合型-偏股
025823.OF,易方达如意盈安6个月持有C,混合型,混合型-偏股
025390.OF,平安港股通成长精选A,混合型,混合型-偏股
025319.OF,金元顺安乾丰稳健A,混合型,混合型-偏股
025918.OF,易方达科技先锋A,混合型,混合型-偏股
025822.OF,易方达如意盈安6个月持有A,混合型,混合型-偏股
025919.OF,易方达科技先锋C,混合型,混合型-偏股
024900.OF,西部利得专精特新量化选股A,混合型,混合型-偏股
024901.OF,西部利得专精特新量化选股C,混合型,混合型-偏股
025320.OF,金元顺安乾丰稳健C,混合型,混合型-偏股
025990.OF,中欧鑫悦回报一年持有C,混合型,混合型-偏股
025953.OF,交银远见成长C,混合型,混合型-偏股
025131.OF,银华聚享多元配置三个月持有A,混合型,混合型-偏股
025989.OF,中欧鑫悦回报一年持有A,混合型,混合型-偏股
025132.OF,银华聚享多元配置三个月持有C,混合型,混合型-偏股
025773.OF,中金丰裕稳健一年持有A,混合型,混合型-偏股
025774.OF,中金丰裕稳健一年持有C,混合型,混合型-偏股
025772.OF,中金安心回报C,混合型,混合型-偏股
025771.OF,中金安心回报A,混合型,混合型-偏股
025948.OF,交银远见成长A,混合型,混合型-偏股
025081.OF,前海开源裕泰3个月持有C,混合型,混合型-偏股
025080.OF,前海开源裕泰3个月持有A,混合型,混合型-偏股
025314.OF,交银臻享多资产三个月持有C,混合型,混合型-偏股
025313.OF,交银臻享多资产三个月持有A,混合型,混合型-偏股
026015.OF,宏利印度C,股票型,主动股票型
025814.OF,富国恒益3个月持有A,混合型,混合型-偏股
025924.OF,平安新能源精选C,混合型,混合型-偏股
025923.OF,平安新能源精选A,混合型,混合型-偏股
025688.OF,中金阿尔法优选A,混合型,混合型-偏股
025709.OF,汇添富价值驱动A,混合型,混合型-偏股
025815.OF,富国恒益3个月持有C,混合型,混合型-偏股
025689.OF,中金阿尔法优选C,混合型,混合型-偏股
025710.OF,汇添富价值驱动C,混合型,混合型-偏股
024841.OF,信澳高端装备A,混合型,混合型-偏股
025510.OF,富国智悦稳健90天持有C,混合型,混合型-偏股
024842.OF,信澳高端装备C,混合型,混合型-偏股
025509.OF,富国智悦稳健90天持有A,混合型,混合型-偏股
025988.OF,鹏华创新未来A,混合型,混合型-偏股
025884.OF,东方城镇消费主题C,混合型,混合型-偏股
025776.OF,鹏华启航量化选股,混合型,混合型-偏股
025760.OF,海富通聚优精选C,混合型,混合型-偏股
025717.OF,富国兴和A,混合型,混合型-偏股
024964.OF,南方多元价值一年持有A,混合型,混合型-偏股
025718.OF,富国兴和C,混合型,混合型-偏股
024965.OF,南方多元价值一年持有C,混合型,混合型-偏股
019437.OF,华商科创创业精选A,混合型,混合型-偏股
025511.OF,广发信息产业A,股票型,主动股票型
025405.OF,苏新睿见量化选股C,股票型,主动股票型
025386.OF,万家智胜量化选股A,股票型,主动股票型
025387.OF,万家智胜量化选股C,股票型,主动股票型
024673.OF,永赢价值回报C,混合型,混合型-偏股
025824.OF,易方达产业优选A,混合型,混合型-偏股
025657.OF,国金智远量化选股C,混合型,混合型-偏股
025942.OF,广发新动力C,混合型,混合型-偏股
025486.OF,中邮新锐量化选股A,混合型,混合型-偏股
025825.OF,易方达产业优选C,混合型,混合型-偏股
025404.OF,苏新睿见量化选股A,股票型,主动股票型
019438.OF,华商科创创业精选C,混合型,混合型-偏股
025487.OF,中邮新锐量化选股C,混合型,混合型-偏股
025656.OF,国金智远量化选股A,混合型,混合型-偏股
025512.OF,广发信息产业C,股票型,主动股票型
024672.OF,永赢价值回报A,混合型,混合型-偏股
025770.OF,中金进取回报C,混合型,混合型-偏股
025769.OF,中金进取回报A,混合型,混合型-偏股
025854.OF,中信保诚消费机遇A,混合型,混合型-偏股
025855.OF,中信保诚消费机遇C,混合型,混合型-偏股
025466.OF,百嘉瑞丰量化选股A,混合型,混合型-偏股
025949.OF,诺安研究精选C,股票型,主动股票型
024214.OF,华安优势领航A,混合型,混合型-偏股
024866.OF,圆信永丰新材料A,混合型,混合型-偏股
024330.OF,华夏资源精选A,混合型,混合型-偏股
024215.OF,华安优势领航C,混合型,混合型-偏股
024867.OF,圆信永丰新材料C,混合型,混合型-偏股
024331.OF,华夏资源精选C,混合型,混合型-偏股
025635.OF,鹏华易选平衡3个月持有C,混合型,混合型-偏股
025860.OF,万家泓裕成长驱动A,混合型,混合型-偏股
025861.OF,万家泓裕成长驱动C,混合型,混合型-偏股
024481.OF,财通品质甄选C,混合型,混合型-偏股
024480.OF,财通品质甄选A,混合型,混合型-偏股
025759.OF,华安新兴动力C,混合型,混合型-偏股
025758.OF,华安新兴动力A,混合型,混合型-偏股
025634.OF,鹏华易选平衡3个月持有A,混合型,混合型-偏股
025467.OF,百嘉瑞丰量化选股C,混合型,混合型-偏股
025647.OF,平安高端装备C,混合型,混合型-偏股
025646.OF,平安高端装备A,混合型,混合型-偏股
025843.OF,兴证资管金麒麟兴睿优选D,混合型,混合型-偏股
025844.OF,兴证资管金麒麟兴睿优选E,混合型,混合型-偏股
025793.OF,东方阿尔法科技甄选C,混合型,混合型-偏股
025792.OF,东方阿尔法科技甄选A,混合型,混合型-偏股
025908.OF,华夏睿磐泰盛C,混合型,混合型-偏股
024362.OF,中欧红利慧选C,混合型,混合型-偏股
024361.OF,中欧红利慧选A,混合型,混合型-偏股
025886.OF,鹏华新兴产业C,混合型,混合型-偏股
025598.OF,国泰海通新锐量化选股A,混合型,混合型-偏股
025599.OF,国泰海通新锐量化选股C,混合型,混合型-偏股
023115.OF,景顺长城衡益,混合型,混合型-偏股
025327.OF,银华嘉瑞平衡C,混合型,混合型-偏股
025326.OF,银华嘉瑞平衡A,混合型,混合型-偏股
025521.OF,大成多元配置三个月持有A,混合型,混合型-偏股
025545.OF,汇添富港股通科技精选C,混合型,混合型-偏股
025830.OF,嘉实成长共享A,混合型,混合型-偏股
025663.OF,华泰紫金价值精选,混合型,混合型-偏股
025522.OF,大成多元配置三个月持有C,混合型,混合型-偏股
025544.OF,汇添富港股通科技精选A,混合型,混合型-偏股
025095.OF,国寿安保严选稳健养老一年持有,混合型,混合型-偏股
025831.OF,嘉实成长共享C,混合型,混合型-偏股
025338.OF,华泰柏瑞盈泰稳健3个月持有C,混合型,混合型-偏股
024009.OF,广发悦康三个月持有A,混合型,混合型-偏股
025337.OF,华泰柏瑞盈泰稳健3个月持有A,混合型,混合型-偏股
024010.OF,广发悦康三个月持有C,混合型,混合型-偏股
024506.OF,长城睿达多元稳健3个月持有A,混合型,混合型-偏股
024507.OF,长城睿达多元稳健3个月持有C,混合型,混合型-偏股
025031.OF,华夏盈泰稳健六个月持有,混合型,混合型-偏股
025269.OF,浦银安盛盈丰多元配置3个月持有C,混合型,混合型-偏股
025268.OF,浦银安盛盈丰多元配置3个月持有A,混合型,混合型-偏股
025777.OF,东方阿尔法瑞享A,混合型,混合型-偏股
025778.OF,东方阿尔法瑞享C,混合型,混合型-偏股
025750.OF,兴证资管金麒麟均衡优选D,混合型,混合型-偏股
025047.OF,永赢元享稳健多资产90天持有C,混合型,混合型-偏股
025751.OF,兴证资管金麒麟均衡优选E,混合型,混合型-偏股
025149.OF,华富福盛一年持有A,混合型,混合型-偏股
025150.OF,华富福盛一年持有C,混合型,混合型-偏股
025151.OF,华富福盛一年持有D,混合型,混合型-偏股
025046.OF,永赢元享稳健多资产90天持有A,混合型,混合型-偏股
025784.OF,兴证资管金麒麟兴享优选E,混合型,混合型-偏股
025783.OF,兴证资管金麒麟兴享优选D,混合型,混合型-偏股
024427.OF,中欧价值领航,混合型,混合型-偏股
025248.OF,平安盈享多元配置6个月持有C,混合型,混合型-偏股
025247.OF,平安盈享多元配置6个月持有A,混合型,混合型-偏股
025654.OF,富国医药精选A,混合型,混合型-偏股
025649.OF,易方达港股通科技C,混合型,混合型-偏股
025341.OF,鹏华制造升级C,混合型,混合型-偏股
025340.OF,鹏华制造升级A,混合型,混合型-偏股
025655.OF,富国医药精选C,混合型,混合型-偏股
025687.OF,国泰半导体制造精选C,混合型,混合型-偏股
025686.OF,国泰半导体制造精选A,混合型,混合型-偏股
025648.OF,易方达港股通科技A,混合型,混合型-偏股
025650.OF,平安资源精选A,混合型,混合型-偏股
025651.OF,平安资源精选C,混合型,混合型-偏股
024131.OF,兴银颐福保守养老目标一年持有,混合型,混合型-偏股
025541.OF,华夏创新前沿C,股票型,主动股票型
025701.OF,易方达科技创新C,混合型,混合型-偏股
025645.OF,广发量化多因子C,灵活配置型,混合型-平衡
025737.OF,中银睿泽稳健3个月持有D,混合型,混合型-偏股
025637.OF,泰信互联网+C,灵活配置型,混合型-平衡
024374.OF,招商消费悦享C,混合型,混合型-偏股
024373.OF,招商消费悦享A,混合型,混合型-偏股
025078.OF,华泰柏瑞制造业主题C,混合型,混合型-偏股
025077.OF,华泰柏瑞制造业主题A,混合型,混合型-偏股
025542.OF,华夏行业景气C,混合型,混合型-偏股
025704.OF,浙商汇金量化精选灵活C,灵活配置型,混合型-平衡
025066.OF,平安研究驱动C,混合型,混合型-偏股
025065.OF,平安研究驱动A,混合型,混合型-偏股
025543.OF,华夏价值精选C,混合型,混合型-偏股
025012.OF,财通华裕量化选股C,股票型,主动股票型
025011.OF,财通华裕量化选股A,股票型,主动股票型
024356.OF,国泰启明回报,混合型,混合型-偏股
025359.OF,鑫元锦鑫回报C,混合型,混合型-偏股
025358.OF,鑫元锦鑫回报A,混合型,混合型-偏股
023872.OF,人保均衡智选C,混合型,混合型-偏股
023871.OF,人保均衡智选A,混合型,混合型-偏股
025442.OF,景顺长城产业优选,混合型,混合型-偏股
025243.OF,国泰丰华三个月持有C,混合型,混合型-偏股
025660.OF,招商中国机遇C,股票型,主动股票型
025459.OF,湘财科技智选A,混合型,混合型-偏股
025460.OF,湘财科技智选C,混合型,混合型-偏股
024521.OF,财通聚元平衡3个月持有A,混合型,混合型-偏股
024522.OF,财通聚元平衡3个月持有C,混合型,混合型-偏股
025350.OF,广发乾享核心精选C,混合型,混合型-偏股
025242.OF,国泰丰华三个月持有A,混合型,混合型-偏股
025349.OF,广发乾享核心精选A,混合型,混合型-偏股
025254.OF,安信多元配置三个月持有C,混合型,混合型-偏股
024476.OF,南华科技创新A,混合型,混合型-偏股
024477.OF,南华科技创新C,混合型,混合型-偏股
025214.OF,信澳睿益鑫享A,混合型,混合型-偏股
025253.OF,安信多元配置三个月持有A,混合型,混合型-偏股
025215.OF,信澳睿益鑫享C,混合型,混合型-偏股
025250.OF,安信稳健多资产优选三个月持有C,混合型,混合型-偏股
025249.OF,安信稳健多资产优选三个月持有A,混合型,混合型-偏股
023951.OF,农银平衡价值A,混合型,混合型-偏股
025029.OF,宝盈淳悦稳健配置3个月持有A,混合型,混合型-偏股
025299.OF,交银港股通优质精选C,混合型,混合型-偏股
023952.OF,农银平衡价值C,混合型,混合型-偏股
025030.OF,宝盈淳悦稳健配置3个月持有C,混合型,混合型-偏股
025298.OF,交银港股通优质精选A,混合型,混合型-偏股
025412.OF,安信红利量化选股C,股票型,主动股票型
025411.OF,安信红利量化选股A,股票型,主动股票型
025053.OF,长信盈安三个月持有A,混合型,混合型-偏股
025429.OF,东方红研究精选C,混合型,混合型-偏股
025054.OF,长信盈安三个月持有C,混合型,混合型-偏股
025069.OF,景顺长城高端装备,股票型,主动股票型
025428.OF,东方红研究精选A,混合型,混合型-偏股
025356.OF,东海启恒C,混合型,混合型-偏股
025408.OF,兴华景明A,混合型,混合型-偏股
025355.OF,东海启恒A,混合型,混合型-偏股
025103.OF,博道惠泓价值成长,混合型,混合型-偏股
025409.OF,兴华景明C,混合型,混合型-偏股
025527.OF,中金优势领航一年持有A,混合型,混合型-偏股
025528.OF,中金优势领航一年持有C,混合型,混合型-偏股
024790.OF,鑫元产业机遇A,混合型,混合型-偏股
025231.OF,中信建投价值增长A,混合型,混合型-偏股
024791.OF,鑫元产业机遇C,混合型,混合型-偏股
025232.OF,中信建投价值增长C,混合型,混合型-偏股
023840.OF,银华甄选价值回报C,混合型,混合型-偏股
025070.OF,东方红医疗创新A,混合型,混合型-偏股
025071.OF,东方红医疗创新C,混合型,混合型-偏股
023839.OF,银华甄选价值回报A,混合型,混合型-偏股
025446.OF,万家周期视野C,股票型,主动股票型
025445.OF,万家周期视野A,股票型,主动股票型
025572.OF,银华科技创新C,混合型,混合型-偏股
025450.OF,万家数字经济C,股票型,主动股票型
025449.OF,万家数字经济A,股票型,主动股票型
025073.OF,南方瑞景A,混合型,混合型-偏股
024645.OF,平安瑞和6个月持有A,混合型,混合型-偏股
021195.OF,格林科技成长C,混合型,混合型-偏股
024836.OF,中欧港股通科技A,混合型,混合型-偏股
021194.OF,格林科技成长A,混合型,混合型-偏股
024646.OF,平安瑞和6个月持有C,混合型,混合型-偏股
025556.OF,博时裕益灵活配置C,灵活配置型,混合型-平衡
024837.OF,中欧港股通科技C,混合型,混合型-偏股
025076.OF,汇添富成长优选C,混合型,混合型-偏股
025075.OF,汇添富成长优选A,混合型,混合型-偏股
025074.OF,南方瑞景C,混合型,混合型-偏股
025471.OF,华西研究精选C,混合型,混合型-偏股
024683.OF,东海价值臻选A,混合型,混合型-偏股
025557.OF,华宝大健康D,混合型,混合型-偏股
024684.OF,东海价值臻选C,混合型,混合型-偏股
025472.OF,华西优选成长一年持有C,混合型,混合型-偏股
024685.OF,东海价值臻选D,混合型,混合型-偏股
