ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points
013384.OF,恒生前海高端制造C,混合型,混合型-偏股,5.03,2.47,9.8,22.15,19.3,0.35,455
016085.OF,中银慧泽平衡3个月持有C,混合型,混合型-偏股,-0.86,-0.4,3.01,5.11,6.75,0.2,440
015161.OF,南方宝嘉C,混合型,混合型-偏股,-0.13,1.44,3.96,4.99,5.89,0.39,455
015412.OF,西部利得数字产业A,混合型,混合型-偏股,-9.55,-9.48,0.17,20.51,16.31,-0.09,455
015413.OF,西部利得数字产业C,混合型,混合型-偏股,-9.58,-9.52,0.1,20.51,16.33,-0.09,455
015770.OF,天弘低碳经济C,混合型,混合型-偏股,4.2,2.36,16.72,14.92,12.89,0.99,454
015229.OF,华夏低碳经济一年持有A,混合型,混合型-偏股,-0.94,3.7,26.16,24.61,19.26,0.98,455
015881.OF,中欧小盘成长C,混合型,混合型-偏股,0.1,-0.94,13.97,16.12,13.67,0.74,455
015160.OF,南方宝嘉A,混合型,混合型-偏股,-0.11,1.48,4.03,4.99,5.87,0.41,455
015230.OF,华夏低碳经济一年持有C,混合型,混合型-偏股,-0.99,3.6,25.99,24.62,19.3,0.97,455
015880.OF,中欧小盘成长A,混合型,混合型-偏股,0.14,-0.87,14.1,16.13,13.65,0.75,455
015769.OF,天弘低碳经济A,混合型,混合型-偏股,4.23,2.41,16.82,14.92,12.88,0.99,454
014792.OF,华泰柏瑞匠心臻选A,混合型,混合型-偏股,1.79,4.82,10.07,13.9,13.04,0.58,455
015491.OF,博时科创主题C,灵活配置型,混合型-平衡,6.73,6.76,11.92,26.83,18.55,0.37,455
015807.OF,中银宏观策略C,灵活配置型,混合型-平衡,0.84,-1.16,-1.72,15.43,12.27,-0.24,455
014793.OF,华泰柏瑞匠心臻选C,混合型,混合型-偏股,1.73,4.73,9.9,13.89,13.07,0.57,455
015682.OF,华夏福源养老目标日期2045三年持有A,混合型,混合型-偏股,-2.62,-1.58,1.31,5.81,5.73,-0.12,440
015780.OF,大成ESG责任投资A,混合型,混合型-偏股,-1.52,0.61,4.94,9.83,11.09,0.3,455
015781.OF,大成ESG责任投资C,混合型,混合型-偏股,-1.56,0.54,4.83,9.83,11.11,0.29,455
016061.OF,长城环保主题C,灵活配置型,混合型-平衡,1.08,2.61,8.31,16.85,16.35,0.37,455
016060.OF,大成健康产业C,混合型,混合型-偏股,-4.94,-7.19,-4.71,19.39,25.42,-0.35,455
016041.OF,华安新机遇C,灵活配置型,混合型-平衡,-0.38,-0.41,1.3,4.43,3.92,-0.16,455
016040.OF,华安新动力C,灵活配置型,混合型-平衡,-0.03,-0.25,0.17,0.48,0.41,-3.81,455
016062.OF,大成多策略C,灵活配置型,混合型-平衡,-0.11,-2.99,2.14,10.79,8.61,0.01,455
016018.OF,银河康乐C,股票型,主动股票型,-4.94,-8.8,11.32,17.79,15.76,0.52,455
015950.OF,华夏蓝筹核心C,混合型,混合型-偏股,-2.69,-3.28,2.12,17.71,13.64,0.01,455
015509.OF,平安养老目标日期2030一年持有A,混合型,混合型-偏股,-0.2,0.01,1.56,2.03,1.44,-0.22,440
015090.OF,易方达优势长兴三个月持有A,混合型,混合型-偏股,-1.17,-4.34,2.82,17.05,16.0,0.05,446
015127.OF,长城产业成长A,混合型,混合型-偏股,-3.12,-2.63,-0.86,8.71,8.55,-0.33,455
014314.OF,鹏华创新增长一年持有C,混合型,混合型-偏股,-3.44,-5.02,0.71,22.35,13.25,-0.06,455
015945.OF,易方达国防军工C,混合型,混合型-偏股,3.94,1.85,25.97,18.72,11.86,1.28,455
014514.OF,金鹰远见优选C,混合型,混合型-偏股,0.03,0.84,18.0,18.11,15.2,0.88,455
014781.OF,建信兴衡优选一年持有A,混合型,混合型-偏股,-3.32,-4.59,0.66,18.69,16.99,-0.07,455
014313.OF,鹏华创新增长一年持有A,混合型,混合型-偏股,-3.39,-4.92,0.87,22.36,13.24,-0.05,455
014782.OF,建信兴衡优选一年持有C,混合型,混合型-偏股,-3.35,-4.63,0.59,18.69,17.1,-0.08,455
015128.OF,长城产业成长C,混合型,混合型-偏股,-3.16,-2.7,-0.97,8.71,8.58,-0.34,455
014513.OF,金鹰远见优选A,混合型,混合型-偏股,0.08,0.93,18.19,18.12,15.17,0.89,455
015091.OF,易方达优势长兴三个月持有C,混合型,混合型-偏股,-1.19,-4.38,2.75,17.04,16.03,0.04,446
015630.OF,申万菱信乐融一年持有A,混合型,混合型-偏股,-10.59,-11.0,-8.21,20.04,30.19,-0.51,455
015828.OF,永赢新能源智选A,混合型,混合型-偏股,-12.56,-19.23,6.17,30.59,28.8,0.14,455
015947.OF,兴业研究精选C,混合型,混合型-偏股,0.4,2.58,11.99,16.2,13.53,0.62,455
015631.OF,申万菱信乐融一年持有C,混合型,混合型-偏股,-10.62,-11.03,-8.28,20.03,30.4,-0.51,455
015071.OF,鑫元专精特新企业精选主题A,混合型,混合型-偏股,-1.51,-2.45,4.62,11.97,12.73,0.22,455
015946.OF,兴业国企改革C,灵活配置型,混合型-平衡,-1.39,-0.15,1.55,6.4,4.23,-0.07,455
015072.OF,鑫元专精特新企业精选主题C,混合型,混合型-偏股,-1.52,-2.48,4.55,11.97,12.76,0.21,455
015829.OF,永赢新能源智选C,混合型,混合型-偏股,-12.6,-19.28,6.08,30.6,28.82,0.13,455
015056.OF,百嘉百盛,混合型,混合型-偏股,-7.79,-12.22,-1.29,19.26,18.83,-0.17,455
015686.OF,富国新兴产业C,股票型,主动股票型,3.82,-1.33,2.44,26.44,18.81,0.02,455
015692.OF,富国通胀通缩主题C,混合型,混合型-偏股,0.54,-2.76,-0.95,22.57,15.0,-0.13,455
015715.OF,富国成长动力C,混合型,混合型-偏股,0.53,-2.69,-1.13,23.21,16.36,-0.13,455
015689.OF,富国价值增长C,混合型,混合型-偏股,2.21,-1.63,-3.87,27.54,21.19,-0.21,455
015965.OF,长城安心回报C,灵活配置型,混合型-平衡,-1.11,-5.03,5.25,12.0,10.46,0.27,455
014900.OF,兴全兴裕A,混合型,混合型-偏股,0.1,0.76,2.66,2.47,1.99,0.27,455
013421.OF,富国鑫年A,混合型,混合型-偏股,0.09,0.22,1.05,1.39,1.0,-0.68,440
015441.OF,信澳智选先锋一年持有C,混合型,混合型-偏股,5.12,-1.36,7.34,24.1,21.54,0.22,455
014410.OF,华夏时代领航两年持有A,混合型,混合型-偏股,0.16,-1.82,6.46,12.36,12.16,0.36,455
015440.OF,信澳智选先锋一年持有A,混合型,混合型-偏股,5.16,-1.29,7.46,24.1,21.51,0.23,455
014901.OF,兴全兴裕C,混合型,混合型-偏股,0.07,0.71,2.57,2.47,2.01,0.23,455
015691.OF,富国长期成长C,混合型,混合型-偏股,0.33,2.95,7.81,10.91,10.83,0.53,455
015690.OF,富国中小盘精选C,混合型,混合型-偏股,-0.11,-2.94,2.57,21.07,13.34,0.03,455
014411.OF,华夏时代领航两年持有C,混合型,混合型-偏股,0.12,-1.9,6.34,12.34,12.18,0.35,455
015849.OF,富国创新企业C,灵活配置型,混合型-平衡,1.22,-2.56,-1.93,14.71,16.21,-0.27,455
015559.OF,长江启航A,混合型,混合型-偏股,-1.72,-2.13,1.74,10.85,9.06,-0.02,455
015560.OF,长江启航C,混合型,混合型-偏股,-1.74,-2.18,1.65,10.85,9.08,-0.03,455
015576.OF,宏利绩优增长C,灵活配置型,混合型-平衡,5.5,11.16,9.85,32.78,23.85,0.24,455
014625.OF,财通资管稳兴丰益六个月持有A,混合型,混合型-偏股,1.27,0.55,-0.45,8.3,5.58,-0.3,455
014626.OF,财通资管稳兴丰益六个月持有C,混合型,混合型-偏股,1.25,0.52,-0.52,8.3,5.61,-0.3,455
015619.OF,宏利红利先锋C,混合型,混合型-偏股,0.21,1.99,3.5,14.12,15.63,0.11,455
015601.OF,宏利行业精选C,混合型,混合型-偏股,-1.25,-1.73,5.01,12.05,11.85,0.25,455
015936.OF,中信保诚弘远C,混合型,混合型-偏股,-1.02,-0.86,3.21,9.53,6.24,0.13,455
015937.OF,中信保诚鼎利C,灵活配置型,混合型-平衡,2.75,-3.56,1.08,28.64,19.26,-0.03,455
013954.OF,广发积极优势C,混合型,混合型-偏股,-0.36,-0.73,8.39,13.53,12.79,0.47,444
014918.OF,汇丰晋信时代先锋C,混合型,混合型-偏股,-5.11,-6.8,5.05,25.48,20.46,0.12,455
014917.OF,汇丰晋信时代先锋A,混合型,混合型-偏股,-5.07,-6.73,5.15,25.49,20.41,0.12,455
013944.OF,招商智星稳健配置C,混合型,混合型-偏股,-0.31,-0.24,1.16,1.27,1.21,-0.66,444
161730.OF,招商智星稳健配置A,混合型,混合型-偏股,-0.31,-0.22,1.17,1.28,1.21,-0.65,444
013694.OF,弘毅远方久盈A,混合型,混合型-偏股,-0.82,-0.58,2.05,2.54,3.26,0.02,455
014546.OF,浦银安盛兴耀优选一年持有C,混合型,混合型-偏股,5.21,10.86,14.91,18.8,14.54,0.69,455
014545.OF,浦银安盛兴耀优选一年持有A,混合型,混合型-偏股,5.29,10.96,15.07,18.8,14.51,0.69,455
013854.OF,大成匠心卓越三年持有C,混合型,混合型-偏股,-0.79,0.38,0.92,6.9,7.35,-0.16,455
013695.OF,弘毅远方久盈C,混合型,混合型-偏股,-0.83,-0.6,2.01,2.53,3.3,0.01,455
013853.OF,大成匠心卓越三年持有A,混合型,混合型-偏股,-0.76,0.43,1.0,6.91,7.33,-0.14,455
014635.OF,景顺长城ESG量化C,股票型,主动股票型,-1.73,-1.47,1.19,9.38,9.96,-0.09,455
014634.OF,景顺长城ESG量化A,股票型,主动股票型,-1.68,-1.39,1.31,9.39,9.93,-0.07,455
015134.OF,华安鼎安优选一年持有C,混合型,混合型-偏股,-0.98,-1.13,3.53,10.06,8.91,0.15,455
014755.OF,华安景气优选C,混合型,混合型-偏股,-7.1,-7.9,-0.8,17.78,19.28,-0.16,455
014579.OF,华泰柏瑞恒泽A,混合型,混合型-偏股,0.56,-0.4,0.82,2.41,1.74,-0.49,455
015133.OF,华安鼎安优选一年持有A,混合型,混合型-偏股,-0.96,-1.09,3.59,10.06,8.88,0.16,455
013644.OF,汇添富优质精选一年持有C,混合型,混合型-偏股,-0.5,-1.06,5.73,13.78,11.58,0.27,440
014850.OF,长信稳健成长A,混合型,混合型-偏股,-1.33,-2.27,3.28,4.17,3.02,0.31,455
013643.OF,汇添富优质精选一年持有A,混合型,混合型-偏股,-0.48,-1.0,5.83,13.78,11.55,0.28,440
015731.OF,景顺长城核心竞争力C,混合型,混合型-偏股,4.48,5.85,16.79,15.78,13.32,0.94,455
015779.OF,景顺长城价值边际C,灵活配置型,混合型-平衡,-4.2,-2.05,2.77,9.52,8.56,0.08,455
014851.OF,长信稳健成长C,混合型,混合型-偏股,-1.41,-2.41,3.02,4.15,3.25,0.25,455
014754.OF,华安景气优选A,混合型,混合型-偏股,-7.06,-7.84,-0.7,17.78,19.25,-0.15,455
014317.OF,广发价值领航一年持有A,混合型,混合型-偏股,-4.85,-5.57,1.34,15.94,13.4,-0.04,455
015105.OF,博道研究恒选C,混合型,混合型-偏股,-1.61,-3.46,0.95,13.33,12.72,-0.08,454
015104.OF,博道研究恒选A,混合型,混合型-偏股,-1.57,-3.4,1.05,13.32,12.69,-0.07,454
014580.OF,华泰柏瑞恒泽C,混合型,混合型-偏股,0.55,-0.42,0.78,2.41,1.74,-0.51,455
014318.OF,广发价值领航一年持有C,混合型,混合型-偏股,-4.87,-5.61,1.26,15.93,13.4,-0.05,455
011209.OF,泰康招享C,混合型,混合型-偏股,-0.43,-0.57,1.11,1.51,1.46,-0.59,455
015608.OF,信澳转型创新C,股票型,主动股票型,5.22,3.83,11.54,28.29,21.44,0.34,455
015241.OF,汇添富鑫添利6个月持有A,混合型,混合型-偏股,0.01,0.27,1.84,2.07,2.0,-0.08,444
011208.OF,泰康招享A,混合型,混合型-偏股,-0.42,-0.53,1.17,1.5,1.43,-0.55,455
012103.OF,国寿安保低碳经济C,混合型,混合型-偏股,5.69,-2.95,-1.67,26.67,16.2,-0.14,455
015242.OF,汇添富鑫添利6个月持有C,混合型,混合型-偏股,-0.02,0.22,1.77,2.06,2.02,-0.11,444
012102.OF,国寿安保低碳经济A,混合型,混合型-偏股,5.71,-2.93,-1.62,26.68,16.2,-0.14,455
014151.OF,国富鑫享价值A,混合型,混合型-偏股,1.4,2.7,9.5,15.13,13.5,0.5,455
015276.OF,博时均衡回报A,混合型,混合型-偏股,-0.09,3.36,7.31,13.38,16.09,0.4,437
013958.OF,华商鑫选回报一年持有期A,混合型,混合型-偏股,-0.42,-1.5,5.88,17.01,16.53,0.23,454
015772.OF,银华互联网主题C,灵活配置型,混合型-平衡,4.03,1.45,1.78,24.96,17.3,-0.01,455
015043.OF,西部利得时代动力A,混合型,混合型-偏股,4.07,-0.29,16.31,21.87,20.34,0.65,455
015277.OF,博时均衡回报C,混合型,混合型-偏股,-0.12,3.3,7.21,13.37,16.12,0.39,437
013959.OF,华商鑫选回报一年持有期C,混合型,混合型-偏股,-0.46,-1.57,5.76,17.0,16.56,0.22,454
014152.OF,国富鑫享价值C,混合型,混合型-偏股,1.36,2.64,9.37,15.13,13.53,0.49,455
014366.OF,建信普泽养老目标日期2050五年持有A,混合型,混合型-偏股,-1.84,-1.53,3.66,9.87,11.81,0.17,440
015044.OF,西部利得时代动力C,混合型,混合型-偏股,4.05,-0.33,16.22,21.87,20.36,0.65,455
015817.OF,财通资管瑞享12个月C,混合型,混合型-偏股,3.2,3.38,4.3,9.31,2.04,0.25,137
015774.OF,长信多利E,灵活配置型,混合型-平衡,-6.76,-6.95,-2.64,15.04,15.23,-0.31,455
013603.OF,易方达均衡优选一年持有A,混合型,混合型-偏股,-0.77,-0.57,4.76,14.51,15.3,0.19,455
015850.OF,农银汇理行业轮动C,混合型,混合型-偏股,0.36,-3.73,2.92,17.47,14.28,0.05,455
013604.OF,易方达均衡优选一年持有C,混合型,混合型-偏股,-0.8,-0.64,4.66,14.5,15.33,0.18,455
015775.OF,景顺长城品质成长C,混合型,混合型-偏股,-4.43,-2.63,2.64,11.17,12.81,0.06,455
015768.OF,长信内需成长C,混合型,混合型-偏股,-1.76,-0.57,3.82,14.85,15.08,0.12,455
009965.OF,宝盈祥琪A,混合型,混合型-偏股,-0.15,-0.15,0.11,2.74,3.73,-0.69,455
009966.OF,宝盈祥琪C,混合型,混合型-偏股,-0.18,-0.2,0.04,2.73,3.84,-0.72,455
015373.OF,浙商智选新兴产业A,混合型,混合型-偏股,-1.0,-5.41,1.79,16.3,15.03,-0.01,455
014050.OF,中银远见成长C,混合型,混合型-偏股,0.06,-2.52,1.36,18.5,18.48,-0.03,455
014666.OF,工银优质发展A,混合型,混合型-偏股,-3.15,-5.0,-1.65,14.48,11.77,-0.25,455
015374.OF,浙商智选新兴产业C,混合型,混合型-偏股,-1.02,-5.47,1.69,16.28,15.05,-0.02,455
014049.OF,中银远见成长A,混合型,混合型-偏股,0.1,-2.45,1.49,18.51,18.45,-0.03,455
014667.OF,工银优质发展C,混合型,混合型-偏股,-3.18,-5.07,-1.77,14.47,11.8,-0.26,455
014701.OF,中欧量化动能A,混合型,混合型-偏股,0.08,-0.48,10.77,12.16,14.2,0.72,455
014702.OF,中欧量化动能C,混合型,混合型-偏股,0.04,-0.55,10.63,12.16,14.23,0.71,455
015669.OF,银河蓝筹精选C,混合型,混合型-偏股,-2.13,-5.44,1.97,19.59,15.57,-0.0,455
015670.OF,银河行业优选C,混合型,混合型-偏股,-1.97,-5.26,3.06,19.37,15.52,0.05,455
015668.OF,银河消费驱动C,混合型,混合型-偏股,-15.89,-13.95,-2.74,24.48,25.55,-0.19,455
015756.OF,景顺长城景气成长C,混合型,混合型-偏股,0.05,-3.03,11.19,19.5,17.06,0.47,455
015753.OF,上银鑫达C,灵活配置型,混合型-平衡,0.29,0.98,8.68,11.17,9.42,0.6,455
015592.OF,国泰事件驱动C,混合型,混合型-偏股,-2.63,-4.95,8.2,14.24,13.67,0.44,455
015588.OF,国泰大农业C,股票型,主动股票型,2.86,1.68,7.65,11.1,5.82,0.51,455
015754.OF,上银内需增长C,股票型,主动股票型,2.45,5.23,13.5,16.8,13.56,0.68,455
015745.OF,上银鑫卓C,混合型,混合型-偏股,1.9,2.81,4.15,7.67,5.94,0.28,455
015642.OF,银华数字经济C,股票型,主动股票型,-8.21,-10.47,14.11,24.75,21.97,0.49,455
015641.OF,银华数字经济A,股票型,主动股票型,-8.2,-10.44,14.15,24.75,21.96,0.49,455
013539.OF,嘉实悦康稳健养老一年持有A,混合型,混合型-偏股,-0.16,0.02,0.7,2.75,1.91,-0.47,440
015589.OF,国泰金马稳健回报C,平衡型,混合型-平衡,-5.79,-12.19,-0.45,23.56,24.43,-0.1,455
014093.OF,汇添富添福睿享稳健养老目标一年持有A,混合型,混合型-偏股,0.12,0.39,0.75,2.44,2.05,-0.51,440
015755.OF,景顺长城绩优成长C,混合型,混合型-偏股,-5.36,-4.65,-5.11,10.52,15.94,-0.68,455
015752.OF,景顺长城核心招景C,混合型,混合型-偏股,-2.23,0.16,9.48,15.95,15.61,0.47,455
015582.OF,国泰量化策略收益C,灵活配置型,混合型-平衡,-0.18,-2.44,5.23,10.74,10.92,0.3,455
015237.OF,东财均衡配置三个月持有A,混合型,混合型-偏股,-2.0,-1.92,2.08,9.44,6.77,0.01,440
015238.OF,东财均衡配置三个月持有C,混合型,混合型-偏股,-2.03,-1.98,2.0,9.43,6.76,-0.0,440
015047.OF,富安达稳健配置6个月持有,混合型,混合型-偏股,0.09,-0.2,0.9,3.65,4.16,-0.3,455
013510.OF,国寿安保养老目标日期2030三年持有A,混合型,混合型-偏股,-1.61,-1.96,1.24,4.67,3.55,-0.16,440
015585.OF,国泰优势行业C,混合型,混合型-偏股,-3.1,-10.62,-4.1,25.45,20.38,-0.24,455
015667.OF,银河文体娱乐主题C,灵活配置型,混合型-平衡,-15.11,-15.21,-1.07,24.79,26.09,-0.12,455
015665.OF,银河和美生活C,混合型,混合型-偏股,-4.42,-14.06,6.63,28.32,23.47,0.16,455
015593.OF,国泰金鑫C,股票型,主动股票型,1.52,8.76,6.2,32.96,24.78,0.13,455
015666.OF,银河医药健康C,混合型,混合型-偏股,0.32,-3.06,9.55,16.25,16.96,0.46,455
015687.OF,银华乐享C,混合型,混合型-偏股,-1.9,-7.27,12.07,22.43,14.77,0.45,455
015594.OF,国泰区位优势C,混合型,混合型-偏股,1.33,-0.44,3.41,15.1,11.5,0.09,455
015751.OF,景顺长城品质长青C,混合型,混合型-偏股,-4.92,-8.75,-8.57,22.29,21.44,-0.47,455
015722.OF,长城中小盘成长C,混合型,混合型-偏股,11.75,19.44,33.36,19.53,15.92,1.61,455
015773.OF,招商移动互联网C,股票型,主动股票型,0.45,-5.37,8.11,26.32,21.73,0.23,455
015684.OF,银华盛利C,混合型,混合型-偏股,-0.19,-1.83,1.92,23.92,22.37,-0.0,455
014541.OF,华安新能源主题A,混合型,混合型-偏股,2.12,-0.36,6.59,20.06,16.73,0.23,455
013555.OF,信澳远见价值C,混合型,混合型-偏股,1.11,1.01,16.31,14.46,10.23,0.99,455
013554.OF,信澳远见价值A,混合型,混合型-偏股,1.16,1.08,16.44,14.47,10.2,1.0,455
014542.OF,华安新能源主题C,混合型,混合型-偏股,2.08,-0.44,6.46,20.06,16.75,0.22,455
014291.OF,东方红民享甄选一年持有,混合型,混合型-偏股,-0.99,-1.49,-0.37,3.9,4.94,-0.61,455
014990.OF,华安幸福生活C,混合型,混合型-偏股,2.32,1.08,9.31,19.41,19.05,0.38,455
014977.OF,华安生态优先C,混合型,混合型-偏股,-5.54,-6.21,-4.02,16.37,14.66,-0.37,455
013741.OF,万家聚优稳健养老目标一年持有A,混合型,混合型-偏股,-0.96,-1.34,1.51,4.83,4.85,-0.1,440
014972.OF,华安沪港深外延增长C,灵活配置型,混合型-平衡,-6.89,-7.94,-1.23,17.7,18.97,-0.18,455
015125.OF,易方达悦鑫一年持有A,混合型,混合型-偏股,-0.28,0.29,1.95,2.04,1.17,-0.02,455
014697.OF,南方誉稳一年持有A,混合型,混合型-偏股,-0.59,-0.51,2.09,3.91,3.61,0.02,455
015126.OF,易方达悦鑫一年持有C,混合型,混合型-偏股,-0.3,0.25,1.87,2.04,1.19,-0.06,455
014140.OF,易方达高质量增长量化精选C,股票型,主动股票型,-2.18,-2.88,-0.56,14.92,16.51,-0.17,455
014698.OF,南方誉稳一年持有C,混合型,混合型-偏股,-0.61,-0.55,2.02,3.92,3.62,0.01,455
014122.OF,大成品质医疗C,股票型,主动股票型,-4.03,-8.66,-6.28,13.83,14.19,-0.6,455
014139.OF,易方达高质量增长量化精选A,股票型,主动股票型,-2.15,-2.83,-0.47,14.92,16.48,-0.17,455
015637.OF,摩根阿尔法C,混合型,混合型-偏股,-0.16,-1.0,-2.68,15.49,16.28,-0.3,455
015638.OF,摩根成长动力C,混合型,混合型-偏股,-0.82,-1.46,0.56,16.82,13.78,-0.09,455
015614.OF,华宝价值发现C,混合型,混合型-偏股,-7.85,-7.06,-3.87,13.12,11.72,-0.45,455
014121.OF,大成品质医疗A,股票型,主动股票型,-4.0,-8.62,-6.21,13.83,14.03,-0.59,455
015634.OF,中金景气驱动C,混合型,混合型-偏股,-1.05,-0.61,0.95,10.42,10.26,-0.1,455
015633.OF,中金景气驱动A,混合型,混合型-偏股,-1.01,-0.52,1.1,10.43,10.22,-0.09,455
013368.OF,汇添富多元价值发现C,混合型,混合型-偏股,-1.01,-0.11,4.73,10.61,9.5,0.26,455
015688.OF,九泰泰富C,灵活配置型,混合型-平衡,-4.41,-7.37,2.86,16.52,14.0,0.05,455
015683.OF,景顺长城科技创新C,混合型,混合型-偏股,1.26,2.1,3.3,24.51,24.11,0.05,455
015306.OF,银华鑫峰C,混合型,混合型-偏股,-1.87,-3.45,7.61,12.0,10.85,0.47,455
015305.OF,银华鑫峰A,混合型,混合型-偏股,-1.84,-3.4,7.69,12.0,10.81,0.47,455
013367.OF,汇添富多元价值发现A,混合型,混合型-偏股,-0.98,-0.06,4.83,10.61,9.47,0.27,455
015613.OF,华宝多策略C,股票型,主动股票型,1.11,1.57,7.42,15.39,12.05,0.35,455
015652.OF,国投瑞银瑞利C,灵活配置型,混合型-平衡,-0.1,0.75,5.99,9.22,8.4,0.43,455
014971.OF,华安红利精选C,混合型,混合型-偏股,-4.58,-2.09,1.18,13.98,13.88,-0.06,455
015360.OF,摩根博睿均衡一年持有C,混合型,混合型-偏股,-2.49,-2.34,0.33,8.23,8.52,-0.2,440
014975.OF,华安科技动力C,混合型,混合型-偏股,0.53,-1.13,8.87,21.1,18.73,0.33,455
014976.OF,华安升级主题C,混合型,混合型-偏股,-0.15,2.91,9.7,11.86,11.81,0.65,455
015359.OF,摩根博睿均衡一年持有A,混合型,混合型-偏股,-2.46,-2.28,0.43,8.23,8.49,-0.19,440
015640.OF,金鹰产业整合C,灵活配置型,混合型-平衡,-1.16,-1.43,7.26,16.03,14.16,0.33,455
014970.OF,华安低碳生活C,混合型,混合型-偏股,-0.55,-1.46,5.78,18.87,21.43,0.2,455
013632.OF,富国利享回报12个月持有A,混合型,混合型-偏股,-0.11,-0.3,2.27,4.73,4.78,0.06,455
013633.OF,富国利享回报12个月持有C,混合型,混合型-偏股,-0.14,-0.35,2.18,4.73,4.81,0.04,455
014935.OF,南方浩益进取聚申3个月持有C,混合型,混合型-偏股,-2.61,-4.58,2.8,13.16,11.7,0.06,440
014934.OF,南方浩益进取聚申3个月持有A,混合型,混合型-偏股,-2.57,-4.51,2.93,13.17,11.64,0.07,440
015566.OF,万家精选C,混合型,混合型-偏股,5.38,11.43,18.0,17.63,11.71,0.91,455
015481.OF,中欧睿见C,混合型,混合型-偏股,-6.16,-5.71,1.48,11.73,8.38,-0.04,455
015320.OF,长江新兴产业A,混合型,混合型-偏股,3.12,-2.68,8.14,24.24,24.51,0.25,455
015573.OF,华宝收益增长C,混合型,混合型-偏股,-2.42,-0.91,1.27,11.0,12.25,-0.07,455
015321.OF,长江新兴产业C,混合型,混合型-偏股,3.1,-2.72,8.06,24.23,24.52,0.25,455
015572.OF,国投瑞银瑞源C,灵活配置型,混合型-平衡,0.07,0.87,5.83,8.96,9.09,0.43,455
010747.OF,宝盈祥和9个月定开A,混合型,混合型-偏股,-0.15,-0.13,1.3,2.03,2.49,-0.34,455
010748.OF,宝盈祥和9个月定开C,混合型,混合型-偏股,-0.16,-0.16,1.23,2.03,2.52,-0.38,455
014353.OF,东方创新成长C,混合型,混合型-偏股,-4.93,-5.64,-0.52,23.39,16.7,-0.11,455
013917.OF,国联成长先锋一年持有C,混合型,混合型-偏股,1.32,0.85,10.49,19.11,20.21,0.44,455
013713.OF,方正富邦鑫益一年定开C,混合型,混合型-偏股,1.07,1.29,-1.13,5.43,2.96,-0.58,134
013916.OF,国联成长先锋一年持有A,混合型,混合型-偏股,1.36,0.94,10.66,19.11,20.19,0.45,455
013712.OF,方正富邦鑫益一年定开A,混合型,混合型-偏股,1.18,1.45,-0.87,5.44,2.84,-0.53,134
014352.OF,东方创新成长A,混合型,混合型-偏股,-5.16,-5.82,-0.67,23.42,16.67,-0.11,455
014694.OF,万家兴恒回报一年持有C,混合型,混合型-偏股,0.15,0.26,1.91,1.72,1.06,-0.05,455
013267.OF,天弘安康颐利A,混合型,混合型-偏股,0.29,0.38,0.85,0.94,0.63,-1.23,454
015562.OF,长城医疗保健C,混合型,混合型-偏股,-3.07,-3.81,-4.51,22.32,27.59,-0.29,455
015561.OF,长城双动力C,混合型,混合型-偏股,2.09,1.93,8.89,13.85,12.53,0.5,455
014365.OF,建信优享平衡养老目标三年持有A,混合型,混合型-偏股,-0.49,-0.94,2.48,7.84,8.43,0.06,440
013268.OF,天弘安康颐利C,混合型,混合型-偏股,0.29,0.38,0.84,0.94,0.64,-1.24,454
014693.OF,万家兴恒回报一年持有A,混合型,混合型-偏股,0.17,0.31,2.0,1.72,1.04,-0.0,455
013768.OF,平安价值回报C,混合型,混合型-偏股,-0.57,3.97,4.59,9.19,9.14,0.28,455
013767.OF,平安价值回报A,混合型,混合型-偏股,-0.52,4.07,4.76,9.19,9.07,0.3,455
015273.OF,博时恒益稳健一年持有C,混合型,混合型-偏股,0.03,-0.15,1.51,3.55,2.48,-0.14,455
015272.OF,博时恒益稳健一年持有A,混合型,混合型-偏股,0.04,-0.12,1.58,3.55,2.43,-0.12,455
014412.OF,招商核心竞争力A,混合型,混合型-偏股,-4.41,-2.06,2.09,11.84,9.66,0.01,455
014413.OF,招商核心竞争力C,混合型,混合型-偏股,-4.46,-2.14,1.94,11.84,9.71,-0.0,455
014692.OF,中加量化研选C,混合型,混合型-偏股,0.79,-0.65,13.11,13.52,12.94,0.82,455
014691.OF,中加量化研选A,混合型,混合型-偏股,0.81,-0.62,13.18,13.53,12.93,0.83,455
015526.OF,大成动态量化C,混合型,混合型-偏股,-0.65,-2.24,9.64,15.85,16.21,0.48,455
014079.OF,华夏行业配置C,股票型,主动股票型,-0.87,-1.55,4.98,13.1,11.62,0.23,455
013675.OF,长城价值甄选一年持有C,混合型,混合型-偏股,2.39,4.85,27.0,23.14,11.93,1.08,455
015080.OF,永赢成长远航一年持有C,混合型,混合型-偏股,5.21,4.82,15.69,25.39,19.86,0.54,455
014915.OF,财通匠心优选一年持有A,混合型,混合型-偏股,2.42,1.16,-0.47,34.05,23.05,-0.07,455
014916.OF,财通匠心优选一年持有C,混合型,混合型-偏股,2.36,1.07,-0.63,34.05,23.09,-0.08,455
014865.OF,南方富祥稳健养老目标一年持有A,混合型,混合型-偏股,-0.27,-0.03,2.57,4.35,3.55,0.13,440
